match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRC2KW5DNK2Y6SC6NW4NC2CF,hermes,5000000,9951151,31308,9919843
01KRC2KW5DNK2Y6SC6NW4NC2CF,openclaw,5000000,48849,50791,0
