hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRC2KXTW9XN87QB5T5YD9DDG,01KRC2KW5DNK2Y6SC6NW4NC2CF,1,2026-05-11T17:51:04.029006+00:00,2026-05-11T17:51:06.334055+00:00,openclaw,01KRC2KW5DNK2Y6SC6NW4NC2CF:1,7d4h,Qd6s,,,,100000,hermes,fold,
01KRC2M2R844EBAKZFKYZPM3MR,01KRC2KW5DNK2Y6SC6NW4NC2CF,2,2026-05-11T17:51:09.064480+00:00,2026-05-11T17:51:11.636886+00:00,hermes,01KRC2KW5DNK2Y6SC6NW4NC2CF:2,8d3h,8s4c,,,,100000,openclaw,fold,
01KRC2M7XH5BMYWYM6SSJ3VYE8,01KRC2KW5DNK2Y6SC6NW4NC2CF,3,2026-05-11T17:51:14.353180+00:00,2026-05-11T17:51:41.472069+00:00,openclaw,01KRC2KW5DNK2Y6SC6NW4NC2CF:3,Ts3d,4h3h,Ac8cKd,8h,Js,0,split,showdown,
01KRC2N5442BQPJYS3BSKYMQ77,01KRC2KW5DNK2Y6SC6NW4NC2CF,4,2026-05-11T17:51:44.260817+00:00,2026-05-11T17:52:03.780541+00:00,hermes,01KRC2KW5DNK2Y6SC6NW4NC2CF:4,Kd8d,Qs7d,5d7c9c,7h,Ks,900000,hermes,fold,
01KRC2NTWMJMJMZ4ST0T0XY5WC,01KRC2KW5DNK2Y6SC6NW4NC2CF,5,2026-05-11T17:52:06.548897+00:00,2026-05-11T17:52:19.199350+00:00,openclaw,01KRC2KW5DNK2Y6SC6NW4NC2CF:5,7s6c,Kh4h,3s8cJs,3d,Jc,200000,openclaw,showdown,
01KRC2P9YQSTA4PW7M83PD51Q6,01KRC2KW5DNK2Y6SC6NW4NC2CF,6,2026-05-11T17:52:21.975065+00:00,2026-05-11T17:52:24.249204+00:00,hermes,01KRC2KW5DNK2Y6SC6NW4NC2CF:6,Kh3s,3d6h,,,,100000,openclaw,fold,
01KRC2PEV36PMDXBZ6Q5RTA8A4,01KRC2KW5DNK2Y6SC6NW4NC2CF,7,2026-05-11T17:52:26.979858+00:00,2026-05-11T17:52:29.412292+00:00,openclaw,01KRC2KW5DNK2Y6SC6NW4NC2CF:7,4cJc,Qd7c,,,,100000,hermes,fold,
01KRC2PKVNQR8KCY2MQCFXK4HT,01KRC2KW5DNK2Y6SC6NW4NC2CF,8,2026-05-11T17:52:32.117728+00:00,2026-05-11T17:52:55.541376+00:00,hermes,01KRC2KW5DNK2Y6SC6NW4NC2CF:8,7dKd,7cTc,4s2sJh,Kc,,400000,hermes,fold,
01KRC2QF337W7X3FSAYYMK7S59,01KRC2KW5DNK2Y6SC6NW4NC2CF,9,2026-05-11T17:53:00.003351+00:00,2026-05-11T17:53:09.277731+00:00,openclaw,01KRC2KW5DNK2Y6SC6NW4NC2CF:9,4cAc,3s2c,,,,100000,hermes,fold,
01KRC2QTV6642KSKAJ42TMXEW3,01KRC2KW5DNK2Y6SC6NW4NC2CF,10,2026-05-11T17:53:12.038154+00:00,2026-05-11T17:53:14.054615+00:00,hermes,01KRC2KW5DNK2Y6SC6NW4NC2CF:10,5c2s,7cKc,,,,100000,openclaw,fold,
01KRC2QZES6PRAH36G78402G6F,01KRC2KW5DNK2Y6SC6NW4NC2CF,11,2026-05-11T17:53:16.761995+00:00,2026-05-11T17:53:47.142305+00:00,openclaw,01KRC2KW5DNK2Y6SC6NW4NC2CF:11,Qs4h,9sJh,8c4s6c,Kh,4c,200000,hermes,showdown,
01KRC2RZRHRWP2XH3T334DKW5B,01KRC2KW5DNK2Y6SC6NW4NC2CF,12,2026-05-11T17:53:49.841901+00:00,2026-05-11T17:54:07.201238+00:00,hermes,01KRC2KW5DNK2Y6SC6NW4NC2CF:12,9d9s,3dJd,Qs7c7s,4s,7d,400000,hermes,showdown,
01KRC2SKEJ2R7ENY1X7FQWAGQX,01KRC2KW5DNK2Y6SC6NW4NC2CF,13,2026-05-11T17:54:10.002082+00:00,2026-05-11T17:54:26.833092+00:00,openclaw,01KRC2KW5DNK2Y6SC6NW4NC2CF:13,Jd8c,KcJh,5sJc6c,Ts,2h,500000,openclaw,showdown,
