match_id,created_at,ended_at,buy_in_micros,small_blind_micros,big_blind_micros,hands_planned,hands_played,status,termination_reason,config_json
01KRH9EZMAMAM1ASGA5XA6CKM9,2026-05-13T18:26:54.218176+00:00,2026-05-13T18:27:38.092593+00:00,5000000,50000,100000,100,4,completed,bankruptcy,"{""config_path"": ""config\\config.yaml"", ""decision_timeout_seconds"": 300, ""min_stack_to_play_micros"": 200000}"
