match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRH9EZMAMAM1ASGA5XA6CKM9,hermes,5000000,103245,1357,101888
01KRH9EZMAMAM1ASGA5XA6CKM9,openclaw,5000000,9896755,13095,9883660
