match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRC0CTG6230V57M0CWC3MKR5,hermes,5000000,69775,70950,0
01KRC0CTG6230V57M0CWC3MKR5,openclaw,5000000,9930225,55044,9875181
