hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRC0CW4YVR8P5FNFXAPMX2X6,01KRC0CTG6230V57M0CWC3MKR5,1,2026-05-11T17:12:15.774977+00:00,2026-05-11T17:12:19.382462+00:00,openclaw,01KRC0CTG6230V57M0CWC3MKR5:1,7d4s,6c9h,,,,100000,hermes,fold,
01KRC0D2CXD2AVPMPT08JZT6QH,01KRC0CTG6230V57M0CWC3MKR5,2,2026-05-11T17:12:22.173156+00:00,2026-05-11T17:12:32.300167+00:00,hermes,01KRC0CTG6230V57M0CWC3MKR5:2,3hKd,6h7s,JdAcJh,Qh,6c,200000,openclaw,showdown,
01KRC0DFX44D8XD97WFNMMF9FR,01KRC0CTG6230V57M0CWC3MKR5,3,2026-05-11T17:12:36.004383+00:00,2026-05-11T17:12:37.569890+00:00,openclaw,01KRC0CTG6230V57M0CWC3MKR5:3,3d9c,7sQh,,,,100000,hermes,fold,
01KRC0DM398N1Q3882RJ46BT5B,01KRC0CTG6230V57M0CWC3MKR5,4,2026-05-11T17:12:40.297773+00:00,2026-05-11T17:12:42.014961+00:00,hermes,01KRC0CTG6230V57M0CWC3MKR5:4,9s3s,4d6c,,,,100000,openclaw,fold,
01KRC0DRDVZMAPMD8TFQWTTQVA,01KRC0CTG6230V57M0CWC3MKR5,5,2026-05-11T17:12:44.731100+00:00,2026-05-11T17:12:47.687959+00:00,openclaw,01KRC0CTG6230V57M0CWC3MKR5:5,3s5s,2d9h,,,,100000,hermes,fold,
01KRC0DY114D4TBB55ABFQPCC0,01KRC0CTG6230V57M0CWC3MKR5,6,2026-05-11T17:12:50.465241+00:00,2026-05-11T17:13:14.508642+00:00,hermes,01KRC0CTG6230V57M0CWC3MKR5:6,6hJh,6c5h,8c2dJs,3d,Kc,200000,hermes,showdown,
01KRC0ERC88BTTFV96FSY07XF7,01KRC0CTG6230V57M0CWC3MKR5,7,2026-05-11T17:13:17.448099+00:00,2026-05-11T17:13:19.407239+00:00,openclaw,01KRC0CTG6230V57M0CWC3MKR5:7,Jh6s,5hQc,,,,100000,hermes,fold,
01KRC0EWVCKE5CY6MS484SZZWQ,01KRC0CTG6230V57M0CWC3MKR5,8,2026-05-11T17:13:22.028603+00:00,2026-05-11T17:13:37.158742+00:00,hermes,01KRC0CTG6230V57M0CWC3MKR5:8,KcTh,9d5s,Tc5h3s,Qd,Ts,200000,hermes,showdown,
01KRC0FE83QX2MQYK7FTV8QTPA,01KRC0CTG6230V57M0CWC3MKR5,9,2026-05-11T17:13:39.843655+00:00,2026-05-11T17:13:54.806575+00:00,openclaw,01KRC0CTG6230V57M0CWC3MKR5:9,5dQs,Ks7s,QcJh9s,Ac,2h,400000,hermes,showdown,
01KRC0FZPWCJVP3KWT5BFES4PR,01KRC0CTG6230V57M0CWC3MKR5,10,2026-05-11T17:13:57.724996+00:00,2026-05-11T17:13:59.448503+00:00,hermes,01KRC0CTG6230V57M0CWC3MKR5:10,3dTc,Kd2c,,,,100000,openclaw,fold,
