match_id,hand_id,hand_number,started_at,ended_at,button_agent,winner,win_type,pot_final_micros,action_count,auto_action_count,max_decision_latency_ms,avg_decision_latency_ms,hermes_action_count,openclaw_action_count,error_count,hermes_settlement_delta_micros,openclaw_settlement_delta_micros
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCXQQ0C58D3XYGYJFMGQ47,1,2026-05-13T19:27:23.360817+00:00,2026-05-13T19:27:28.201397+00:00,openclaw,hermes,fold,100000,1,0,4451,4451.0,0,1,0,50000,-50000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCXZ9W1VPVYEAWAMV93J21,2,2026-05-13T19:27:31.132605+00:00,2026-05-13T19:27:34.023166+00:00,hermes,openclaw,fold,100000,1,0,2492,2492.0,1,0,0,-50000,50000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCY4RR2848B2P5E6Z9G9PY,3,2026-05-13T19:27:36.728764+00:00,2026-05-13T19:27:45.064528+00:00,openclaw,hermes,fold,100000,1,0,7826,7826.0,0,1,0,50000,-50000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCYFH6DZ6H6DNHR0VKMW0A,4,2026-05-13T19:27:47.750237+00:00,2026-05-13T19:27:50.162905+00:00,hermes,openclaw,fold,100000,1,0,1825,1825.0,1,0,0,-50000,50000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCYMFAT07QCV82FKFQ3VSE,5,2026-05-13T19:27:52.810187+00:00,2026-05-13T19:27:56.855057+00:00,openclaw,hermes,fold,100000,1,0,3655,3655.0,0,1,0,50000,-50000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCYV04BGTXDKYBREAW9EG5,6,2026-05-13T19:27:59.492274+00:00,2026-05-13T19:28:02.889816+00:00,hermes,openclaw,fold,100000,1,0,3014,3014.0,1,0,0,-50000,50000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCZ0X3CG8R4CCRN0E2W4J6,7,2026-05-13T19:28:05.539905+00:00,2026-05-13T19:28:11.622497+00:00,openclaw,openclaw,fold,200000,2,0,3543,2775.5,1,1,0,-100000,100000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCZ9ECTR74YWWR6V8FEYP0,8,2026-05-13T19:28:14.284173+00:00,2026-05-13T19:28:18.483972+00:00,hermes,openclaw,fold,100000,1,0,3815,3815.0,1,0,0,-50000,50000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCZG43ZV9WD3CAZRHJM0BP,9,2026-05-13T19:28:21.123958+00:00,2026-05-13T19:28:25.087469+00:00,openclaw,hermes,fold,100000,1,0,3574,3574.0,0,1,0,50000,-50000
01KRHCXP8MCYNAWEX9GH2E07Y5,01KRHCZPJP2J7GXBPTHZKVWJS3,10,2026-05-13T19:28:27.734545+00:00,2026-05-13T19:28:30.135658+00:00,hermes,openclaw,fold,100000,1,0,2014,2014.0,1,0,0,-50000,50000
