match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRHCXP8MCYNAWEX9GH2E07Y5,hermes,5000000,5700000,32024,5667976
01KRHCXP8MCYNAWEX9GH2E07Y5,openclaw,5000000,4300000,235062,4064938
