match_id,hand_id,hand_number,started_at,ended_at,button_agent,winner,win_type,pot_final_micros,action_count,auto_action_count,max_decision_latency_ms,avg_decision_latency_ms,hermes_action_count,openclaw_action_count,error_count,hermes_settlement_delta_micros,openclaw_settlement_delta_micros
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC392AKQ7HZMGNARSDX8T0P,1,2026-05-11T18:02:36.755525+00:00,2026-05-11T18:02:39.558271+00:00,openclaw,hermes,fold,100000,1,0,2334,2334.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3984AAKYDS2X7G5SY0Q46,2,2026-05-11T18:02:42.698936+00:00,2026-05-11T18:02:59.016888+00:00,hermes,hermes,showdown,200000,8,0,2783,1961.5,4,4,0,100000,-100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC39TRZ117R7ST204DYCBWM,3,2026-05-11T18:03:01.791759+00:00,2026-05-11T18:03:10.039088+00:00,openclaw,hermes,fold,100000,1,0,7717,7717.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3A5HT5CMMFDVMTYAEWKGB,4,2026-05-11T18:03:12.826049+00:00,2026-05-11T18:03:27.026335+00:00,hermes,openclaw,showdown,200000,8,0,2456,1699.25,4,4,0,-100000,100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3AP4KAHCPYCXPGHE09K53,5,2026-05-11T18:03:29.812004+00:00,2026-05-11T18:03:32.279328+00:00,openclaw,hermes,fold,100000,1,0,2062,2062.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3AV6YAX2NW67FY01J1MHX,6,2026-05-11T18:03:35.006123+00:00,2026-05-11T18:03:47.347712+00:00,hermes,openclaw,fold,100000,1,0,11804,11804.0,1,0,0,-50000,50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3BA6CPHH6XF0H4H7WBDAP,7,2026-05-11T18:03:50.348266+00:00,2026-05-11T18:03:51.874904+00:00,openclaw,hermes,fold,100000,1,0,1133,1133.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3BEAHYA5HH6XNTW7GFR18,8,2026-05-11T18:03:54.578011+00:00,2026-05-11T18:03:56.864757+00:00,hermes,openclaw,fold,100000,1,0,1865,1865.0,1,0,0,-50000,50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3BK7E75XXVW3TDWERJ8TQ,9,2026-05-11T18:03:59.598307+00:00,2026-05-11T18:04:19.081057+00:00,openclaw,openclaw,showdown,1600000,10,0,4214,1887.8,6,4,0,-800000,800000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3C8Y8T1KFKANXZ00EJ8S6,10,2026-05-11T18:04:21.832377+00:00,2026-05-11T18:04:32.717120+00:00,hermes,hermes,showdown,200000,8,0,1579,1280.375,4,4,0,100000,-100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3CPA5CBRZ80BV6P70GSJS,11,2026-05-11T18:04:35.525550+00:00,2026-05-11T18:04:37.273575+00:00,openclaw,hermes,fold,100000,1,0,1336,1336.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3CTQN1ZWDAQ3XDJSFE7YP,12,2026-05-11T18:04:40.053415+00:00,2026-05-11T18:04:56.475685+00:00,hermes,hermes,showdown,1200000,9,0,2635,1757.2222222222222,5,4,0,600000,-600000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3DDM0YWV19AYM3V5KFX24,13,2026-05-11T18:04:59.392279+00:00,2026-05-11T18:05:06.079501+00:00,openclaw,openclaw,fold,200000,2,0,4675,3049.0,1,1,0,-100000,100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3DPVSPCVPKYPBYV3KKEZD,14,2026-05-11T18:05:08.858018+00:00,2026-05-11T18:05:15.445328+00:00,hermes,openclaw,fold,200000,3,0,2615,2007.3333333333333,2,1,0,-100000,100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3DZZ69HH9NY403T9R1VT5,15,2026-05-11T18:05:18.182188+00:00,2026-05-11T18:05:19.569764+00:00,openclaw,hermes,fold,100000,1,0,790,790.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3E409N4RPR7CHQ2WNHTTG,16,2026-05-11T18:05:22.313480+00:00,2026-05-11T18:05:34.532533+00:00,hermes,openclaw,showdown,200000,8,0,2312,1422.375,4,4,0,-100000,100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3EJJJT7GVYK1S20GTHW7K,17,2026-05-11T18:05:37.234087+00:00,2026-05-11T18:05:38.412798+00:00,openclaw,hermes,fold,100000,1,0,772,772.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3EPAXSAKA267AJZ5G9NWH,18,2026-05-11T18:05:41.085859+00:00,2026-05-11T18:05:42.854210+00:00,hermes,openclaw,fold,100000,1,0,1380,1380.0,1,0,0,-50000,50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3ETP5VTH7EX30Y0NT8BX0,19,2026-05-11T18:05:45.541347+00:00,2026-05-11T18:06:00.527132+00:00,openclaw,hermes,showdown,900000,9,0,2805,1599.2222222222222,5,4,0,450000,-450000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3FC0XFJEKAARET1Y35TEC,20,2026-05-11T18:06:03.293676+00:00,2026-05-11T18:06:18.257283+00:00,hermes,hermes,showdown,2400000,9,0,2587,1596.0,5,4,0,1200000,-1200000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3FX8E8N2C8PP9VMPTRSZP,21,2026-05-11T18:06:20.942351+00:00,2026-05-11T18:06:22.263947+00:00,openclaw,hermes,fold,100000,1,0,939,939.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3G14F7QNYATCTEC332B3P,22,2026-05-11T18:06:24.911199+00:00,2026-05-11T18:06:26.583749+00:00,hermes,openclaw,fold,100000,1,0,1274,1274.0,1,0,0,-50000,50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3G5BFVK1RP2VEG5RY2BA6,23,2026-05-11T18:06:29.231761+00:00,2026-05-11T18:06:31.404291+00:00,openclaw,hermes,fold,100000,1,0,1772,1772.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3GA2AH0J13HAP2R8Y2K1B,24,2026-05-11T18:06:34.058698+00:00,2026-05-11T18:06:53.027792+00:00,hermes,hermes,showdown,200000,8,0,4898,2300.75,4,4,0,100000,-100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3GZ5EJV6C7SJWYY3HA7YD,25,2026-05-11T18:06:55.662877+00:00,2026-05-11T18:06:57.032763+00:00,openclaw,hermes,fold,100000,1,0,977,977.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3H321DKRYP50S4Y51JDY3,26,2026-05-11T18:06:59.649408+00:00,2026-05-11T18:07:01.665282+00:00,hermes,openclaw,fold,100000,1,0,1627,1627.0,1,0,0,-50000,50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3H7KD5E27K0HSP5HR5TZX,27,2026-05-11T18:07:04.301692+00:00,2026-05-11T18:07:06.303097+00:00,openclaw,hermes,fold,100000,1,0,1627,1627.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3HC5Q7A92H467A1WVJZHJ,28,2026-05-11T18:07:08.983924+00:00,2026-05-11T18:07:10.996579+00:00,hermes,openclaw,fold,100000,1,0,1620,1620.0,1,0,0,-50000,50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3HGS083JV6BCXA95RT51T,29,2026-05-11T18:07:13.696766+00:00,2026-05-11T18:07:15.853756+00:00,openclaw,hermes,fold,100000,1,0,1773,1773.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3HNF2HYJNHSE7812236VM,30,2026-05-11T18:07:18.498143+00:00,2026-05-11T18:07:31.026315+00:00,hermes,openclaw,showdown,200000,8,0,1925,1449.625,4,4,0,-100000,100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3J4DZ1ZW1GPFT835GTRDY,31,2026-05-11T18:07:33.823260+00:00,2026-05-11T18:07:39.702337+00:00,openclaw,openclaw,fold,200000,2,0,2672,2669.5,1,1,0,-100000,100000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3JCSV9RGR4V0YRBZPZWT8,32,2026-05-11T18:07:42.395679+00:00,2026-05-11T18:07:58.858078+00:00,hermes,hermes,showdown,400000,9,0,3249,1758.6666666666667,4,5,0,200000,-200000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3JZKM41TT4ENRMTC5X0BQ,33,2026-05-11T18:08:01.652747+00:00,2026-05-11T18:08:03.117325+00:00,openclaw,hermes,fold,100000,1,0,1045,1045.0,0,1,0,50000,-50000
01KRC390KG1QTZ1RR9M7Q6M81E,01KRC3K3PE924ZRNE7VGBAE254,34,2026-05-11T18:08:05.838677+00:00,2026-05-11T18:08:22.225391+00:00,hermes,openclaw,showdown,200000,8,0,2791,1976.75,4,4,0,-100000,100000
