snapshot_id,match_id,hand_id,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp,hand_number
01KRH534RH92ZN8T7JY74V0Z16,01KRH534FHJZFJFV282Q4FQET2,,hermes,match_start,5000000,0,5000000,2026-05-13T17:10:31.953471+00:00,
01KRH534Y6A0ZH1Q8CKHY410DP,01KRH534FHJZFJFV282Q4FQET2,,openclaw,match_start,5000000,0,5000000,2026-05-13T17:10:32.134354+00:00,
01KRH535YWHVKH8V9WPDYQ5F91,01KRH534FHJZFJFV282Q4FQET2,01KRH535YTAY90MH90MF63C56E,hermes,hand_start,5000000,0,5000000,2026-05-13T17:10:33.180890+00:00,1
01KRH535YXJ46RBB9CT7RBA606,01KRH534FHJZFJFV282Q4FQET2,01KRH535YTAY90MH90MF63C56E,openclaw,hand_start,5000000,0,5000000,2026-05-13T17:10:33.181232+00:00,1
01KRH5447CQQ8KXAYF18TH3M3W,01KRH534FHJZFJFV282Q4FQET2,01KRH535YTAY90MH90MF63C56E,hermes,hand_end,5200000,2525,5197475,2026-05-13T17:11:04.172210+00:00,1
01KRH5447FHYVN8KWAZT3G33RQ,01KRH534FHJZFJFV282Q4FQET2,01KRH535YTAY90MH90MF63C56E,openclaw,hand_end,4800000,2526,4797474,2026-05-13T17:11:04.175346+00:00,1
01KRH545J5D6GYBYK8WD8DE1HX,01KRH534FHJZFJFV282Q4FQET2,01KRH545J35WV8H80TJQYHKM31,hermes,hand_start,5200000,2525,5197475,2026-05-13T17:11:05.542004+00:00,2
01KRH545J6Z2QCTAM8JEQF9MFP,01KRH534FHJZFJFV282Q4FQET2,01KRH545J35WV8H80TJQYHKM31,openclaw,hand_start,4800000,2526,4797474,2026-05-13T17:11:05.542792+00:00,2
01KRH551AWPG8BADNNEGKRE4EK,01KRH534FHJZFJFV282Q4FQET2,01KRH545J35WV8H80TJQYHKM31,hermes,hand_end,5450000,15140,5434860,2026-05-13T17:11:33.980731+00:00,2
01KRH551AZRNYR4BA0X63MDQCR,01KRH534FHJZFJFV282Q4FQET2,01KRH545J35WV8H80TJQYHKM31,openclaw,hand_end,4550000,12208,4537792,2026-05-13T17:11:33.983732+00:00,2
01KRH552NTS67QEPXMMQ9E4D2R,01KRH534FHJZFJFV282Q4FQET2,01KRH552NQZM2JXVYN3QVZH6RE,hermes,hand_start,5450000,15140,5434860,2026-05-13T17:11:35.354957+00:00,3
01KRH552NVB3D0AN8QX8QATFNW,01KRH534FHJZFJFV282Q4FQET2,01KRH552NQZM2JXVYN3QVZH6RE,openclaw,hand_start,4550000,12208,4537792,2026-05-13T17:11:35.355495+00:00,3
01KRH558NCPTHX8RW357Z5H6XQ,01KRH534FHJZFJFV282Q4FQET2,01KRH552NQZM2JXVYN3QVZH6RE,hermes,hand_end,5500000,15140,5484860,2026-05-13T17:11:41.484542+00:00,3
01KRH558NG911FRVNMAZVBFWZP,01KRH534FHJZFJFV282Q4FQET2,01KRH552NQZM2JXVYN3QVZH6RE,openclaw,hand_end,4500000,14100,4485900,2026-05-13T17:11:41.488127+00:00,3
01KRH55A0HM63AB52P79TPPTA3,01KRH534FHJZFJFV282Q4FQET2,01KRH55A0DN7ESP8T8HD3XTTVB,hermes,hand_start,5500000,15140,5484860,2026-05-13T17:11:42.865170+00:00,4
01KRH55A0HA4DE7AG4PWPE7AQW,01KRH534FHJZFJFV282Q4FQET2,01KRH55A0DN7ESP8T8HD3XTTVB,openclaw,hand_start,4500000,14100,4485900,2026-05-13T17:11:42.865859+00:00,4
01KRH55DW7ECKGYQ9YRJWM1TPQ,01KRH534FHJZFJFV282Q4FQET2,01KRH55A0DN7ESP8T8HD3XTTVB,hermes,hand_end,5450000,15140,5434860,2026-05-13T17:11:46.823061+00:00,4
01KRH55DW929PEXYPTK62AXVJH,01KRH534FHJZFJFV282Q4FQET2,01KRH55A0DN7ESP8T8HD3XTTVB,openclaw,hand_end,4550000,20846,4529154,2026-05-13T17:11:46.825204+00:00,4
01KRH55F76T46NEPD24CC0CBG8,01KRH534FHJZFJFV282Q4FQET2,01KRH55F73HMXT3KE5TEQA5TDR,hermes,hand_start,5450000,15140,5434860,2026-05-13T17:11:48.198993+00:00,5
01KRH55F772A3FNXP21Z618Z3T,01KRH534FHJZFJFV282Q4FQET2,01KRH55F73HMXT3KE5TEQA5TDR,openclaw,hand_start,4550000,20846,4529154,2026-05-13T17:11:48.199629+00:00,5
01KRH55MS69HGY4ECSCA41JYZS,01KRH534FHJZFJFV282Q4FQET2,01KRH55F73HMXT3KE5TEQA5TDR,hermes,hand_end,5500000,17635,5482365,2026-05-13T17:11:53.894176+00:00,5
01KRH55MS9AF7PHZQ4RA1V6BXY,01KRH534FHJZFJFV282Q4FQET2,01KRH55F73HMXT3KE5TEQA5TDR,openclaw,hand_end,4500000,20846,4479154,2026-05-13T17:11:53.897660+00:00,5
01KRH55P42284QRTM85WY8J1XE,01KRH534FHJZFJFV282Q4FQET2,01KRH55P3Z60AHZZGZTR75MGKT,hermes,hand_start,5500000,17635,5482365,2026-05-13T17:11:55.266330+00:00,6
01KRH55P420DEDWSXR04YMZJGJ,01KRH534FHJZFJFV282Q4FQET2,01KRH55P3Z60AHZZGZTR75MGKT,openclaw,hand_start,4500000,20846,4479154,2026-05-13T17:11:55.266953+00:00,6
01KRH55SXBS60KHBEMJJK6V3FA,01KRH534FHJZFJFV282Q4FQET2,01KRH55P3Z60AHZZGZTR75MGKT,hermes,hand_end,5450000,17635,5432365,2026-05-13T17:11:59.147639+00:00,6
01KRH55SXDXK01G1HYKX9PTJNN,01KRH534FHJZFJFV282Q4FQET2,01KRH55P3Z60AHZZGZTR75MGKT,openclaw,hand_end,4550000,20846,4529154,2026-05-13T17:11:59.149850+00:00,6
01KRH55V8T0JQWCQFQTQNMA1M5,01KRH534FHJZFJFV282Q4FQET2,01KRH55V8QK36XHJF4ZTRDY2TC,hermes,hand_start,5450000,17635,5432365,2026-05-13T17:12:00.538579+00:00,7
01KRH55V8VQ1K9F489SC2WAEGZ,01KRH534FHJZFJFV282Q4FQET2,01KRH55V8QK36XHJF4ZTRDY2TC,openclaw,hand_start,4550000,20846,4529154,2026-05-13T17:12:00.539288+00:00,7
01KRH56VCQMR2GXP8B7ZK1ZS7G,01KRH534FHJZFJFV282Q4FQET2,01KRH55V8QK36XHJF4ZTRDY2TC,hermes,hand_end,5050000,27745,5022255,2026-05-13T17:12:33.431426+00:00,7
01KRH56VCV8KZKP1WG699J8BRB,01KRH534FHJZFJFV282Q4FQET2,01KRH55V8QK36XHJF4ZTRDY2TC,openclaw,hand_end,4950000,30844,4919156,2026-05-13T17:12:33.435962+00:00,7
01KRH56WQTWM10XST0NE5J6TFG,01KRH534FHJZFJFV282Q4FQET2,01KRH56WQPAPNGKDPQ10HZS0NB,hermes,hand_start,5050000,27745,5022255,2026-05-13T17:12:34.810974+00:00,8
01KRH56WQVR71S6PAWY049QTZC,01KRH534FHJZFJFV282Q4FQET2,01KRH56WQPAPNGKDPQ10HZS0NB,openclaw,hand_start,4950000,30844,4919156,2026-05-13T17:12:34.811884+00:00,8
01KRH57VWMF8PRXFN8E7JKGX75,01KRH534FHJZFJFV282Q4FQET2,01KRH56WQPAPNGKDPQ10HZS0NB,hermes,hand_end,4450000,40345,4409655,2026-05-13T17:13:06.709004+00:00,8
01KRH57VWR28DGAKYESR52ZHAS,01KRH534FHJZFJFV282Q4FQET2,01KRH56WQPAPNGKDPQ10HZS0NB,openclaw,hand_end,5550000,41462,5508538,2026-05-13T17:13:06.712875+00:00,8
01KRH57X8HA8VW9DT8C5GV558V,01KRH534FHJZFJFV282Q4FQET2,01KRH57X8DF9XBKQ5ZVB7345ZQ,hermes,hand_start,4450000,40345,4409655,2026-05-13T17:13:08.113627+00:00,9
01KRH57X8J1FXSN0YSQDZCJRG9,01KRH534FHJZFJFV282Q4FQET2,01KRH57X8DF9XBKQ5ZVB7345ZQ,openclaw,hand_start,5550000,41462,5508538,2026-05-13T17:13:08.114711+00:00,9
01KRH582J351X2RW4735VNG1A3,01KRH534FHJZFJFV282Q4FQET2,01KRH57X8DF9XBKQ5ZVB7345ZQ,hermes,hand_end,4500000,42855,4457145,2026-05-13T17:13:13.539046+00:00,9
01KRH582J4NNM02TSF7T5K0CSN,01KRH534FHJZFJFV282Q4FQET2,01KRH57X8DF9XBKQ5ZVB7345ZQ,openclaw,hand_end,5500000,41462,5458538,2026-05-13T17:13:13.540961+00:00,9
01KRH583X2VXYT69THA1FF9YA8,01KRH534FHJZFJFV282Q4FQET2,01KRH583WZ0HTDZRE57V75N0CW,hermes,hand_start,4500000,42855,4457145,2026-05-13T17:13:14.914373+00:00,10
01KRH583X3HXGEH0755X6SCQNJ,01KRH534FHJZFJFV282Q4FQET2,01KRH583WZ0HTDZRE57V75N0CW,openclaw,hand_start,5500000,41462,5458538,2026-05-13T17:13:14.915271+00:00,10
01KRH58RNSAPDBS07YHWV006KR,01KRH534FHJZFJFV282Q4FQET2,01KRH583WZ0HTDZRE57V75N0CW,hermes,hand_end,4250000,45375,4204625,2026-05-13T17:13:36.185768+00:00,10
01KRH58RNXNAS605T35SFQ21PK,01KRH534FHJZFJFV282Q4FQET2,01KRH583WZ0HTDZRE57V75N0CW,openclaw,hand_end,5750000,46904,5703096,2026-05-13T17:13:36.189848+00:00,10
