match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRH534FHJZFJFV282Q4FQET2,hermes,5000000,9788938,203905,9585033
01KRH534FHJZFJFV282Q4FQET2,openclaw,5000000,211062,220700,0
