hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRH9HQHMYJ6PW1S2F1E0J28B,01KRH9HP113V6RDN7YBRWKM9SQ,1,2026-05-13T18:28:24.244117+00:00,2026-05-13T18:28:42.011111+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:1,9hTc,2sKd,3cJsAd,7d,Ah,400000,openclaw,showdown,
01KRH9JBGEMBGGAW98RHRBVRNH,01KRH9HP113V6RDN7YBRWKM9SQ,2,2026-05-13T18:28:44.686764+00:00,2026-05-13T18:28:47.034589+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:2,7d8s,Tc9c,,,,100000,openclaw,fold,
01KRH9JGCZAW0QDHX63N37BAPA,01KRH9HP113V6RDN7YBRWKM9SQ,3,2026-05-13T18:28:49.695877+00:00,2026-05-13T18:28:52.793904+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:3,9h5h,9c4h,,,,100000,hermes,fold,
01KRH9JP0Y12WY5M0AEGXKF5CR,01KRH9HP113V6RDN7YBRWKM9SQ,4,2026-05-13T18:28:55.454907+00:00,2026-05-13T18:28:57.827990+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:4,4h9d,2d8c,,,,100000,openclaw,fold,
01KRH9JTXCHPB9619J3Q65EKGR,01KRH9HP113V6RDN7YBRWKM9SQ,5,2026-05-13T18:29:00.460657+00:00,2026-05-13T18:29:04.996613+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:5,Th5s,6cKd,,,,200000,openclaw,fold,
01KRH9K1Y2BMEH5PKHMPGGKQ9S,01KRH9HP113V6RDN7YBRWKM9SQ,6,2026-05-13T18:29:07.650085+00:00,2026-05-13T18:29:28.905035+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:6,As4c,Qd3h,9dJc8d,Kc,Ad,400000,hermes,showdown,
01KRH9KSDQKZJXVC0WX4D0V81C,01KRH9HP113V6RDN7YBRWKM9SQ,7,2026-05-13T18:29:31.703164+00:00,2026-05-13T18:29:58.187760+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:7,4d9s,Js7h,8d3d6h,2d,Ts,200000,openclaw,showdown,
01KRH9MNWTNWFM49WMP335YDJ2,01KRH9HP113V6RDN7YBRWKM9SQ,8,2026-05-13T18:30:00.858273+00:00,2026-05-13T18:30:02.922012+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:8,6hQh,9h4s,,,,100000,openclaw,fold,
01KRH9MTFYE9RJYT0AFAT0GG1P,01KRH9HP113V6RDN7YBRWKM9SQ,9,2026-05-13T18:30:05.566083+00:00,2026-05-13T18:30:18.038380+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:9,2s5d,2d3d,Kd7h7d,,,200000,openclaw,fold,
01KRH9N9AGZAJK18BK8VHR8PVM,01KRH9HP113V6RDN7YBRWKM9SQ,10,2026-05-13T18:30:20.752425+00:00,2026-05-13T18:30:23.279091+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:10,Js3s,4d2c,,,,100000,openclaw,fold,
01KRH9NEC87ZTC2WHY8G848S0N,01KRH9HP113V6RDN7YBRWKM9SQ,11,2026-05-13T18:30:25.928242+00:00,2026-05-13T18:30:34.833901+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:11,Ac5d,JsQc,7d4hAh,,,400000,hermes,fold,
01KRH9NSPHWMVXBZWHQ9GFBJ0S,01KRH9HP113V6RDN7YBRWKM9SQ,12,2026-05-13T18:30:37.521178+00:00,2026-05-13T18:30:39.702551+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:12,6c4h,QsQd,,,,100000,openclaw,fold,
01KRH9NYDFA1YV8X4W8PQKV102,01KRH9HP113V6RDN7YBRWKM9SQ,13,2026-05-13T18:30:42.351540+00:00,2026-05-13T18:30:55.942207+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:13,AdAc,TcJc,4d7h7c,4s,5c,9386496,hermes,showdown,
01KRH9PE9JRZS32F0VR8PVP82Y,01KRH9HP113V6RDN7YBRWKM9SQ,14,2026-05-13T18:30:58.610887+00:00,2026-05-13T18:31:16.416671+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:14,9dAh,Kh8c,Td4d2c,2d,,400000,hermes,fold,
01KRH9Q2B3GCMT1M14MHC5QFFV,01KRH9HP113V6RDN7YBRWKM9SQ,15,2026-05-13T18:31:19.139222+00:00,2026-05-13T18:31:22.746575+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:15,Jh8h,3s9c,,,,100000,hermes,fold,
01KRH9Q8G0F5KZR8MY79DXWDRW,01KRH9HP113V6RDN7YBRWKM9SQ,16,2026-05-13T18:31:25.440869+00:00,2026-05-13T18:31:27.329925+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:16,KdTh,7dKc,,,,100000,openclaw,fold,
01KRH9QD02V7AK2DYBMXPN05BC,01KRH9HP113V6RDN7YBRWKM9SQ,17,2026-05-13T18:31:30.050439+00:00,2026-05-13T18:31:33.530064+00:00,openclaw,01KRH9HP113V6RDN7YBRWKM9SQ:17,7d3d,7s3c,,,,100000,hermes,fold,
01KRH9QK3KX8DEZV1QTGQCXN6K,01KRH9HP113V6RDN7YBRWKM9SQ,18,2026-05-13T18:31:36.307468+00:00,2026-05-13T18:31:38.083603+00:00,hermes,01KRH9HP113V6RDN7YBRWKM9SQ:18,Tc3c,3d7h,,,,100000,openclaw,fold,
