snapshot_id,match_id,hand_id,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp,hand_number
01KRH9HPBEFY22Q5TJY9TGQ2H3,01KRH9HP113V6RDN7YBRWKM9SQ,,hermes,match_start,5000000,0,5000000,2026-05-13T18:28:23.022796+00:00,
01KRH9HPHDHH9BRCNS4YY1DAJY,01KRH9HP113V6RDN7YBRWKM9SQ,,openclaw,match_start,5000000,0,5000000,2026-05-13T18:28:23.213682+00:00,
01KRH9HQHQXGX2EVV2JK54B2QR,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9HQHMYJ6PW1S2F1E0J28B,hermes,hand_start,5000000,0,5000000,2026-05-13T18:28:24.247776+00:00,1
01KRH9HQHRQXZAS3M2S2HW34PV,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9HQHMYJ6PW1S2F1E0J28B,openclaw,hand_start,5000000,0,5000000,2026-05-13T18:28:24.248511+00:00,1
01KRH9JA5MA8GJZE7D1J6APQYR,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9HQHMYJ6PW1S2F1E0J28B,hermes,hand_end,4800000,926,4799074,2026-05-13T18:28:43.316373+00:00,1
01KRH9JA5Q48EWQ62VY2EJ17HX,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9HQHMYJ6PW1S2F1E0J28B,openclaw,hand_end,5200000,3265,5196735,2026-05-13T18:28:43.319331+00:00,1
01KRH9JBGJ2JWV88YRX1E6JXQ0,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JBGEMBGGAW98RHRBVRNH,hermes,hand_start,4800000,926,4799074,2026-05-13T18:28:44.690196+00:00,2
01KRH9JBGJ0Z9K3BQZR0DES8J6,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JBGEMBGGAW98RHRBVRNH,openclaw,hand_start,5200000,3265,5196735,2026-05-13T18:28:44.690913+00:00,2
01KRH9JF1QHQHNYQRSVMEJDFKB,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JBGEMBGGAW98RHRBVRNH,hermes,hand_end,4750000,926,4749074,2026-05-13T18:28:48.311434+00:00,2
01KRH9JF1TPWA1W7HMH0WD8AP8,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JBGEMBGGAW98RHRBVRNH,openclaw,hand_end,5250000,3265,5246735,2026-05-13T18:28:48.314706+00:00,2
01KRH9JGD29R1R4ANVVWD0J765,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JGCZAW0QDHX63N37BAPA,hermes,hand_start,4750000,1336,4748664,2026-05-13T18:28:49.699005+00:00,3
01KRH9JGD3AN4XMS7ZWF6N71P9,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JGCZAW0QDHX63N37BAPA,openclaw,hand_start,5250000,3265,5246735,2026-05-13T18:28:49.699985+00:00,3
01KRH9JMNPSJDVJH7Y2Z8B5228,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JGCZAW0QDHX63N37BAPA,hermes,hand_end,4800000,1336,4798664,2026-05-13T18:28:54.070774+00:00,3
01KRH9JMNV83A0AKPDT4G929A1,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JGCZAW0QDHX63N37BAPA,openclaw,hand_end,5200000,6500,5193500,2026-05-13T18:28:54.076005+00:00,3
01KRH9JP137XSWHZ21CKZSMC34,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JP0Y12WY5M0AEGXKF5CR,hermes,hand_start,4800000,1336,4798664,2026-05-13T18:28:55.459459+00:00,4
01KRH9JP1492B5059TSCS52EAT,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JP0Y12WY5M0AEGXKF5CR,openclaw,hand_start,5200000,6500,5193500,2026-05-13T18:28:55.460472+00:00,4
01KRH9JSJDKMDESH7X1XY6YXGW,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JP0Y12WY5M0AEGXKF5CR,hermes,hand_end,4750000,1336,4748664,2026-05-13T18:28:59.085803+00:00,4
01KRH9JSJG5AZHBR4REN7BAGYG,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JP0Y12WY5M0AEGXKF5CR,openclaw,hand_end,5250000,6500,5243500,2026-05-13T18:28:59.088981+00:00,4
01KRH9JTXHBYE4Z9A2F9537030,01KRH9HP113V6RDN7YBRWKM9SQ,01KRH9JTXCHPB9619J3Q65EKGR,hermes,hand_start,4750000,1336,4748664,2026-05-13T18:29:00.465581+00:00,5
