match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRH9HP113V6RDN7YBRWKM9SQ,hermes,5000000,9896480,13760,9882720
01KRH9HP113V6RDN7YBRWKM9SQ,openclaw,5000000,103520,106775,0
