hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRH5TEDYWG826T2K27GDWJ5Y,01KRH5TCZBZPEEG5KWKBTCJC51,1,2026-05-13T17:23:15.518043+00:00,2026-05-13T17:23:22.171059+00:00,openclaw,01KRH5TCZBZPEEG5KWKBTCJC51:1,3d7c,AcTh,,,,200000,openclaw,fold,
01KRH5TQPMKS12EJQ74EJKVSKT,01KRH5TCZBZPEEG5KWKBTCJC51,2,2026-05-13T17:23:25.012157+00:00,2026-05-13T17:23:55.787355+00:00,hermes,01KRH5TCZBZPEEG5KWKBTCJC51:2,Qc8c,Qd3h,6s4h6d,Qs,2h,900000,hermes,showdown,
01KRH5VS60GSWQ924M1P25T5RA,01KRH5TCZBZPEEG5KWKBTCJC51,3,2026-05-13T17:23:59.296037+00:00,2026-05-13T17:24:06.722305+00:00,openclaw,01KRH5TCZBZPEEG5KWKBTCJC51:3,2c7h,Ks9s,,,,200000,openclaw,fold,
01KRH5W311VCD0JF2FV0PWPE5K,01KRH5TCZBZPEEG5KWKBTCJC51,4,2026-05-13T17:24:09.377889+00:00,2026-05-13T17:24:19.847032+00:00,hermes,01KRH5TCZBZPEEG5KWKBTCJC51:4,Js4h,9d8c,,,,100000,openclaw,fold,
01KRH5WFW3P1B4804HZJH98ZF9,01KRH5TCZBZPEEG5KWKBTCJC51,5,2026-05-13T17:24:22.531029+00:00,2026-05-13T17:24:51.166270+00:00,openclaw,01KRH5TCZBZPEEG5KWKBTCJC51:5,3c3h,8cKc,Js6cAc,,,500000,openclaw,fold,
01KRH5XEJ8HMREKMDKX03TP9KY,01KRH5TCZBZPEEG5KWKBTCJC51,6,2026-05-13T17:24:53.960300+00:00,2026-05-13T17:24:58.397246+00:00,hermes,01KRH5TCZBZPEEG5KWKBTCJC51:6,8h7c,4sQh,,,,100000,openclaw,fold,
01KRH5XNMTB4EH99BHHZPY9ADR,01KRH5TCZBZPEEG5KWKBTCJC51,7,2026-05-13T17:25:01.210239+00:00,2026-05-13T17:25:37.647884+00:00,openclaw,01KRH5TCZBZPEEG5KWKBTCJC51:7,JcQc,9h6s,Qh9c4h,Kh,9d,500000,openclaw,fold,
01KRH5YW0KWSY53RES9NN3988T,01KRH5TCZBZPEEG5KWKBTCJC51,8,2026-05-13T17:25:40.499525+00:00,2026-05-13T17:25:45.600701+00:00,hermes,01KRH5TCZBZPEEG5KWKBTCJC51:8,Kc7h,JcJh,,,,100000,openclaw,fold,
01KRH5Z3PKC1KPBA3DF40MQFPH,01KRH5TCZBZPEEG5KWKBTCJC51,9,2026-05-13T17:25:48.371437+00:00,2026-05-13T17:26:08.936970+00:00,openclaw,01KRH5TCZBZPEEG5KWKBTCJC51:9,KdKs,AsQs,8c6h4s,2d,Js,9130120,hermes,showdown,
01KRH5ZTQJ94YHCD8KVDQSRC8W,01KRH5TCZBZPEEG5KWKBTCJC51,10,2026-05-13T17:26:11.954836+00:00,2026-05-13T17:26:16.114823+00:00,hermes,01KRH5TCZBZPEEG5KWKBTCJC51:10,2h3h,8sAc,,,,100000,openclaw,fold,
01KRH601EHWVY4JPQV37WNPWZC,01KRH5TCZBZPEEG5KWKBTCJC51,11,2026-05-13T17:26:18.833166+00:00,2026-05-13T17:26:21.503351+00:00,openclaw,01KRH5TCZBZPEEG5KWKBTCJC51:11,QcAs,2c3h,,,,100000,hermes,fold,
