match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRBZ911K38627MSP5YNFD6N6,hermes,5000000,70166,75157,0
01KRBZ911K38627MSP5YNFD6N6,openclaw,5000000,9929834,336342,9593492
