match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRC22WBCVCJK8M78AK74D63Q,hermes,5000000,9968750,45425,9923325
01KRC22WBCVCJK8M78AK74D63Q,openclaw,5000000,31250,32225,0
