hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRC22XSZDQC4VSRA1JVYRZWG,01KRC22WBCVCJK8M78AK74D63Q,1,2026-05-11T17:41:46.943234+00:00,2026-05-11T17:42:03.552213+00:00,openclaw,01KRC22WBCVCJK8M78AK74D63Q:1,2sAs,KcQd,2d5c6h,Kd,2c,5500000,hermes,showdown,
01KRC23GK9F79MSVZY8611M7C7,01KRC22WBCVCJK8M78AK74D63Q,2,2026-05-11T17:42:06.185624+00:00,2026-05-11T17:42:19.017631+00:00,hermes,01KRC22WBCVCJK8M78AK74D63Q:2,8dTs,9dQs,2d7c7d,4d,4s,200000,openclaw,showdown,
01KRC23ZNSD6AFV8A0KN0E04RW,01KRC22WBCVCJK8M78AK74D63Q,3,2026-05-11T17:42:21.626043+00:00,2026-05-11T17:42:23.697660+00:00,openclaw,01KRC22WBCVCJK8M78AK74D63Q:3,2s4c,Jd7c,,,,100000,hermes,fold,
01KRC2447BZ5NHGSRW77CCC9AJ,01KRC22WBCVCJK8M78AK74D63Q,4,2026-05-11T17:42:26.283801+00:00,2026-05-11T17:42:28.092040+00:00,hermes,01KRC22WBCVCJK8M78AK74D63Q:4,2c5s,3hAh,,,,100000,openclaw,fold,
01KRC248K5MVX5E06DRP74K4RF,01KRC22WBCVCJK8M78AK74D63Q,5,2026-05-11T17:42:30.757525+00:00,2026-05-11T17:42:32.463791+00:00,openclaw,01KRC22WBCVCJK8M78AK74D63Q:5,7h9c,Tc6c,,,,100000,hermes,fold,
01KRC24CYF8K4T8SMASPFJB19W,01KRC22WBCVCJK8M78AK74D63Q,6,2026-05-11T17:42:35.215722+00:00,2026-05-11T17:42:52.972416+00:00,hermes,01KRC22WBCVCJK8M78AK74D63Q:6,Kc7d,Jd4d,9sTs3c,As,2d,200000,hermes,showdown,
01KRC250YM3VD7MVYY5D0MDF5C,01KRC22WBCVCJK8M78AK74D63Q,7,2026-05-11T17:42:55.700320+00:00,2026-05-11T17:42:57.752407+00:00,openclaw,01KRC22WBCVCJK8M78AK74D63Q:7,8hTd,6d7s,,,,100000,hermes,fold,
01KRC255KF9J3DBRZ6X3T09FHX,01KRC22WBCVCJK8M78AK74D63Q,8,2026-05-11T17:43:00.463450+00:00,2026-05-11T17:43:15.441162+00:00,hermes,01KRC22WBCVCJK8M78AK74D63Q:8,7dQd,5c6h,TcTh2s,9c,4h,200000,hermes,showdown,
01KRC25PRT9QQT109QFBHT2MA5,01KRC22WBCVCJK8M78AK74D63Q,9,2026-05-11T17:43:18.042383+00:00,2026-05-11T17:43:31.275960+00:00,openclaw,01KRC22WBCVCJK8M78AK74D63Q:9,KdJd,QdAs,8s7d4h,2h,2d,900000,openclaw,showdown,
01KRC266851BCSV1R5CXVPW687,01KRC22WBCVCJK8M78AK74D63Q,10,2026-05-11T17:43:33.893485+00:00,2026-05-11T17:43:35.807403+00:00,hermes,01KRC22WBCVCJK8M78AK74D63Q:10,5s2d,6cAc,,,,100000,openclaw,fold,
01KRC26AN4P8Y3E8FJY4A4S85J,01KRC22WBCVCJK8M78AK74D63Q,11,2026-05-11T17:43:38.404174+00:00,2026-05-11T17:43:40.545824+00:00,openclaw,01KRC22WBCVCJK8M78AK74D63Q:11,3c2d,3h6s,,,,100000,hermes,fold,
01KRC26F8F0VQAYWSN0BKGZJJN,01KRC22WBCVCJK8M78AK74D63Q,12,2026-05-11T17:43:43.119272+00:00,2026-05-11T17:43:56.640375+00:00,hermes,01KRC22WBCVCJK8M78AK74D63Q:12,Qc2c,Qh2s,Ks9s4h,3h,Kd,0,split,showdown,
