match_id,hand_id,hand_number,started_at,ended_at,button_agent,winner,win_type,pot_final_micros,action_count,auto_action_count,max_decision_latency_ms,avg_decision_latency_ms,hermes_action_count,openclaw_action_count,error_count,hermes_settlement_delta_micros,openclaw_settlement_delta_micros
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRC4C611E77EFTFRP7Z2G1,1,2026-05-11T14:52:02.822315+00:00,2026-05-11T14:52:47.048783+00:00,openclaw,hermes,showdown,500000,8,0,10379,5448.875,4,4,0,250000,-250000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRDJAQ8BJX3V7E1C7SPY10,2,2026-05-11T14:52:49.879984+00:00,2026-05-11T14:53:31.502115+00:00,hermes,hermes,showdown,1000000,8,0,9126,5123.375,4,4,0,500000,-500000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBREXMMEJQJDD68BPRVP8YF,3,2026-05-11T14:53:34.228744+00:00,2026-05-11T14:54:13.245033+00:00,openclaw,hermes,showdown,400000,8,0,11580,4791.375,4,4,0,200000,-200000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRG6N4MFKXJH1B9PKD48CR,4,2026-05-11T14:54:16.228106+00:00,2026-05-11T14:54:19.044081+00:00,hermes,openclaw,fold,100000,1,0,2377,2377.0,1,0,0,-50000,50000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRGC54MF9NV95ZBDM2NWPF,5,2026-05-11T14:54:21.860145+00:00,2026-05-11T14:54:58.105108+00:00,openclaw,hermes,showdown,200000,8,0,8243,4444.625,4,4,0,100000,-100000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRHJD1TBYK7BTVQ3T6JQ0Z,6,2026-05-11T14:55:01.025574+00:00,2026-05-11T14:55:04.367868+00:00,hermes,openclaw,fold,100000,1,0,2910,2910.0,1,0,0,-50000,50000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRHRG5TE4MVV4QPP7H48CM,7,2026-05-11T14:55:07.269661+00:00,2026-05-11T14:55:15.207241+00:00,openclaw,openclaw,fold,200000,2,0,4637,3659.0,1,1,0,-100000,100000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRJ30BTKRSQCG5VZ21M4BH,8,2026-05-11T14:55:18.027512+00:00,2026-05-11T14:55:21.058045+00:00,hermes,openclaw,fold,100000,1,0,2625,2625.0,1,0,0,-50000,50000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRJ8MXQ0QWN5M92WQ6AFVK,9,2026-05-11T14:55:23.805560+00:00,2026-05-11T14:55:33.275571+00:00,openclaw,openclaw,fold,200000,2,0,6128,4468.5,1,1,0,-100000,100000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRJMHZR8XY23PZQ1N55EZ9,10,2026-05-11T14:55:35.999216+00:00,2026-05-11T14:56:16.341156+00:00,hermes,hermes,showdown,400000,8,0,11014,4959.375,4,4,0,200000,-200000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRKYMAM2FWKD5983H85V9J,11,2026-05-11T14:56:19.082595+00:00,2026-05-11T14:56:56.075366+00:00,openclaw,openclaw,showdown,950000,9,0,7884,4034.222222222222,5,4,0,-475000,475000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRN5G3QQXA3AFR183HPSEA,12,2026-05-11T14:56:58.883907+00:00,2026-05-11T14:57:43.226323+00:00,hermes,hermes,showdown,200000,8,0,9421,5461.125,4,4,0,100000,-100000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRPMRC4PABVG9R2HATV8Q5,13,2026-05-11T14:57:47.276636+00:00,2026-05-11T14:58:33.893121+00:00,openclaw,hermes,showdown,2000000,10,0,10209,4589.8,6,4,0,1000000,-1000000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRR51HKP40ZSWD6J3WM09H,14,2026-05-11T14:58:36.721143+00:00,2026-05-11T14:58:40.120989+00:00,hermes,openclaw,fold,100000,1,0,2987,2987.0,1,0,0,-50000,50000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRRB45XZPTF2CYP9XYWWXV,15,2026-05-11T14:58:42.949556+00:00,2026-05-11T14:58:58.462592+00:00,openclaw,openclaw,fold,200000,2,0,11346,7479.5,1,1,0,-100000,100000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRRXCY3XMWKKJP5V8P9JNJ,16,2026-05-11T14:59:01.662928+00:00,2026-05-11T14:59:43.722907+00:00,hermes,split,showdown,0,8,0,9112,5179.25,4,4,0,0,0
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRT9D8RPXH21JFA5HY1HV3,17,2026-05-11T14:59:46.728812+00:00,2026-05-11T14:59:59.150574+00:00,openclaw,openclaw,fold,200000,2,0,9713,5943.0,1,1,0,-100000,100000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRTR7J51BJGBTQ41R1CA60,18,2026-05-11T15:00:01.906406+00:00,2026-05-11T15:00:05.383819+00:00,hermes,openclaw,fold,100000,1,0,3056,3056.0,1,0,0,-50000,50000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRTYC7NP487YKQ8CW0RN0P,19,2026-05-11T15:00:08.199611+00:00,2026-05-11T15:00:19.221837+00:00,openclaw,openclaw,fold,200000,2,0,7911,5234.5,1,1,0,-100000,100000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRVBW3CSSD2YRMFCGZ4Q78,20,2026-05-11T15:00:22.019833+00:00,2026-05-11T15:00:25.032560+00:00,hermes,openclaw,fold,100000,1,0,2590,2590.0,1,0,0,-50000,50000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRVHGQRQ7RWHF8SE7TYY5J,21,2026-05-11T15:00:27.799213+00:00,2026-05-11T15:01:06.709091+00:00,openclaw,openclaw,showdown,200000,8,0,9470,4784.375,4,4,0,-100000,100000
01KRBRC2TPAXX3XQN72J3W8W8D,01KRBRWT8DGDX7RER3FP9VDTN3,22,2026-05-11T15:01:09.517826+00:00,2026-05-11T15:01:12.092010+00:00,hermes,openclaw,fold,100000,1,0,2139,2139.0,1,0,0,-50000,50000
