match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRBRC2TPAXX3XQN72J3W8W8D,hermes,5000000,68625,72232,0
01KRBRC2TPAXX3XQN72J3W8W8D,openclaw,5000000,9931375,311990,9619385
