match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRC9RJ6FYT3M6DVV89SAWN4M,hermes,5000000,9801430,32886,9768544
01KRC9RJ6FYT3M6DVV89SAWN4M,openclaw,5000000,198570,211590,0
