hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRC9RKQ0KQ86K1XJB7N5VYG4,01KRC9RJ6FYT3M6DVV89SAWN4M,1,2026-05-11T19:55:57.536050+00:00,2026-05-11T19:56:31.399698+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:1,TdQd,4h4d,QsAc5s,9c,,1000000,hermes,fold,
01KRC9SQF76T9814C85FCPFG45,01KRC9RJ6FYT3M6DVV89SAWN4M,2,2026-05-11T19:56:34.151306+00:00,2026-05-11T19:56:43.743026+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:2,3h5c,3sKs,,,,100000,openclaw,fold,
01KRC9T744Z7CDR7TSPAKYQECB,01KRC9RJ6FYT3M6DVV89SAWN4M,3,2026-05-11T19:56:50.180096+00:00,2026-05-11T19:56:51.888759+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:3,TdAh,3h2s,,,,100000,hermes,fold,
01KRC9TBG5FKNDFXZ381Z3SXKE,01KRC9RJ6FYT3M6DVV89SAWN4M,4,2026-05-11T19:56:54.661358+00:00,2026-05-11T19:56:58.212602+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:4,5c2h,TcTs,,,,100000,openclaw,fold,
01KRC9THP1JBRRZGWTQZ6M4QYX,01KRC9RJ6FYT3M6DVV89SAWN4M,5,2026-05-11T19:57:00.993459+00:00,2026-05-11T19:57:02.709998+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:5,KcJc,5s9h,,,,100000,hermes,fold,
01KRC9TP3WJX4K0Q58FSK5B987,01KRC9RJ6FYT3M6DVV89SAWN4M,6,2026-05-11T19:57:05.532428+00:00,2026-05-11T19:57:07.319452+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:6,Js6h,Qh4d,,,,100000,openclaw,fold,
01KRC9TTJ9RMN0J2H5HB7BJ0GT,01KRC9RJ6FYT3M6DVV89SAWN4M,7,2026-05-11T19:57:10.089443+00:00,2026-05-11T19:57:11.809112+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:7,5d3h,8s4c,,,,100000,hermes,fold,
01KRC9TZF1GX2S7PWXE1F997VE,01KRC9RJ6FYT3M6DVV89SAWN4M,8,2026-05-11T19:57:15.105350+00:00,2026-05-11T19:58:07.390803+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:8,8d9c,Ks3h,KdJsQh,Ah,4h,440000,openclaw,showdown,
01KRC9WNFBA2ZEMWD5W7DEK56J,01KRC9RJ6FYT3M6DVV89SAWN4M,9,2026-05-11T19:58:10.411693+00:00,2026-05-11T19:58:32.452559+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:9,5dQs,Kc4d,3h6s2h,,,200000,openclaw,fold,
01KRC9XDQCRN9PN2QZXD7VYFSC,01KRC9RJ6FYT3M6DVV89SAWN4M,10,2026-05-11T19:58:35.244159+00:00,2026-05-11T19:58:51.458597+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:10,9dTc,4s8d,Ad3sJs,7c,2c,200000,hermes,showdown,
01KRC9Y07DY4YW29JDBG7XGPKZ,01KRC9RJ6FYT3M6DVV89SAWN4M,11,2026-05-11T19:58:54.189331+00:00,2026-05-11T19:58:56.562427+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:11,Ts8c,4s9c,,,,100000,hermes,fold,
01KRC9Y5B0XGGQ6751NCXGZKZJ,01KRC9RJ6FYT3M6DVV89SAWN4M,12,2026-05-11T19:58:59.424238+00:00,2026-05-11T19:59:22.351468+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:12,7dJc,2cTd,7hAsTs,Ad,4s,800000,openclaw,showdown,
01KRC9YYF1BMD13R014VP5FQSQ,01KRC9RJ6FYT3M6DVV89SAWN4M,13,2026-05-11T19:59:25.153901+00:00,2026-05-11T19:59:30.474403+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:13,Qh2h,7hAs,,,,200000,openclaw,fold,
01KRC9Z6DRT4N51D8N2YKWPR4Y,01KRC9RJ6FYT3M6DVV89SAWN4M,14,2026-05-11T19:59:33.304646+00:00,2026-05-11T19:59:35.693188+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:14,6c4c,Kc4s,,,,100000,openclaw,fold,
01KRC9ZBEDR8J0EKM4MSZ0X4J5,01KRC9RJ6FYT3M6DVV89SAWN4M,15,2026-05-11T19:59:38.445495+00:00,2026-05-11T19:59:41.564833+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:15,KhJc,3d8s,,,,100000,hermes,fold,
01KRC9ZH5EVR0D9GNX9AMMFBN4,01KRC9RJ6FYT3M6DVV89SAWN4M,16,2026-05-11T19:59:44.302211+00:00,2026-05-11T20:00:04.335041+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:16,Qc9d,8c4c,Qh8s2s,6d,Tc,800000,hermes,showdown,
01KRCA07FF9R1Z360MJNCF5SA1,01KRC9RJ6FYT3M6DVV89SAWN4M,17,2026-05-11T20:00:07.151383+00:00,2026-05-11T20:00:32.330370+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:17,Ac4d,KdKs,9c6c9h,,,600000,openclaw,fold,
01KRCA130XZ8F2NBBPEGK0FAR4,01KRC9RJ6FYT3M6DVV89SAWN4M,18,2026-05-11T20:00:35.357935+00:00,2026-05-11T20:01:01.752777+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:18,KdAh,2hTh,9hQs3d,Ad,,1000000,hermes,fold,
01KRCA1ZMM0D49CSZ303D94PN4,01KRC9RJ6FYT3M6DVV89SAWN4M,19,2026-05-11T20:01:04.660325+00:00,2026-05-11T20:01:17.580345+00:00,openclaw,01KRC9RJ6FYT3M6DVV89SAWN4M:19,Tc8s,4dQs,6c2sKc,,,200000,openclaw,fold,
01KRCA2EZQ0G4JQGZPMYFT2BZQ,01KRC9RJ6FYT3M6DVV89SAWN4M,20,2026-05-11T20:01:20.375489+00:00,2026-05-11T20:01:41.325189+00:00,hermes,01KRC9RJ6FYT3M6DVV89SAWN4M:20,JcTs,6s5c,5d7dAh,,,400000,openclaw,fold,
