hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRGHWY3SBP2DNC5246M919WT,01KRGHWWMCYN089X9WE609D4AX,1,2026-05-13T11:35:05.593209+00:00,2026-05-13T11:35:42.409050+00:00,openclaw,01KRGHWWMCYN089X9WE609D4AX:1,Qh2d,Kh8h,Ks8sQd,6s,7d,1600000,openclaw,showdown,
01KRGHY4S0M7RPMGDBZ5XEXWQ0,01KRGHWWMCYN089X9WE609D4AX,2,2026-05-13T11:35:45.184071+00:00,2026-05-13T11:35:59.890713+00:00,hermes,01KRGHWWMCYN089X9WE609D4AX:2,Qc4s,2cJc,Qh2sTs,,,200000,hermes,fold,
01KRGHYNTDYA3AKS5GJQXZFNSM,01KRGHWWMCYN089X9WE609D4AX,3,2026-05-13T11:36:02.637754+00:00,2026-05-13T11:36:12.922599+00:00,openclaw,01KRGHWWMCYN089X9WE609D4AX:3,2h6s,AsTd,,,,200000,openclaw,fold,
01KRGHZ2JZB8XM35QAJ0BTDF29,01KRGHWWMCYN089X9WE609D4AX,4,2026-05-13T11:36:15.711280+00:00,2026-05-13T11:36:23.891983+00:00,hermes,01KRGHWWMCYN089X9WE609D4AX:4,Qd7h,9h3s,,,,200000,hermes,fold,
01KRGHZD8MFFMP3YMRF45YDPSV,01KRGHWWMCYN089X9WE609D4AX,5,2026-05-13T11:36:26.644659+00:00,2026-05-13T11:36:30.758252+00:00,openclaw,01KRGHWWMCYN089X9WE609D4AX:5,7h4s,8c3c,,,,100000,hermes,fold,
01KRGHZKZ4HPMFWCV2AWRG3SP9,01KRGHWWMCYN089X9WE609D4AX,6,2026-05-13T11:36:33.508485+00:00,2026-05-13T11:36:57.927899+00:00,hermes,01KRGHWWMCYN089X9WE609D4AX:6,9c7h,QhJc,4hKd3s,8h,Ah,200000,openclaw,showdown,
01KRGJ0EGNZ2GDM03FMJ6MXH2R,01KRGHWWMCYN089X9WE609D4AX,7,2026-05-13T11:37:00.693416+00:00,2026-05-13T11:37:10.761345+00:00,openclaw,01KRGHWWMCYN089X9WE609D4AX:7,2c4s,9c2s,,,,100000,hermes,fold,
01KRGJ0V2143KKQSZM86TBXF3B,01KRGHWWMCYN089X9WE609D4AX,8,2026-05-13T11:37:13.537078+00:00,2026-05-13T11:37:37.383964+00:00,hermes,01KRGHWWMCYN089X9WE609D4AX:8,8h6d,6s8d,5hTsAd,9h,6h,0,split,showdown,
01KRGJ1MYCXND56KQXQ12C6MKK,01KRGHWWMCYN089X9WE609D4AX,9,2026-05-13T11:37:40.044663+00:00,2026-05-13T11:37:43.966111+00:00,openclaw,01KRGHWWMCYN089X9WE609D4AX:9,Ac4h,3s8h,,,,100000,hermes,fold,
01KRGJ1VCP1FGX1SVVXHMT9TVT,01KRGHWWMCYN089X9WE609D4AX,10,2026-05-13T11:37:46.646033+00:00,2026-05-13T11:37:52.428637+00:00,hermes,01KRGHWWMCYN089X9WE609D4AX:10,6cKc,4dKh,,,,200000,hermes,fold,
01KRGJ23M1E6X77WPGG07TN0TZ,01KRGHWWMCYN089X9WE609D4AX,11,2026-05-13T11:37:55.073473+00:00,2026-05-13T11:37:58.839781+00:00,openclaw,01KRGHWWMCYN089X9WE609D4AX:11,9dQs,2c8s,,,,100000,hermes,fold,
01KRGJ29W97VFR505F7AWDGEVG,01KRGHWWMCYN089X9WE609D4AX,12,2026-05-13T11:38:01.481591+00:00,2026-05-13T11:38:10.597084+00:00,hermes,01KRGHWWMCYN089X9WE609D4AX:12,3hAh,Qs9c,,,,200000,hermes,fold,
01KRGJ2NGT7W0K9Q0JHXNG1W98,01KRGHWWMCYN089X9WE609D4AX,13,2026-05-13T11:38:13.402640+00:00,2026-05-13T11:38:23.080089+00:00,openclaw,01KRGHWWMCYN089X9WE609D4AX:13,3h3d,5c6h,,,,100000,hermes,fold,
01KRGJ31J1S6Q0PE68KWQ3EG9X,01KRGHWWMCYN089X9WE609D4AX,14,2026-05-13T11:38:25.729580+00:00,2026-05-13T11:38:27.697485+00:00,hermes,01KRGHWWMCYN089X9WE609D4AX:14,2h9h,4hKc,,,,100000,openclaw,fold,
01KRGJ3620VFAJPAZDDF3SXNT8,01KRGHWWMCYN089X9WE609D4AX,15,2026-05-13T11:38:30.336930+00:00,2026-05-13T11:38:47.153722+00:00,openclaw,01KRGHWWMCYN089X9WE609D4AX:15,AcJh,TcAs,Td5c7s,Ad,2d,9099350,openclaw,showdown,
