match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRBQ5F4REX6QDDZ8AV74AGRQ,hermes,5000000,9960393,174100,9786293
01KRBQ5F4REX6QDDZ8AV74AGRQ,openclaw,5000000,39607,40603,0
