hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRBQ5GN45BBXD3ET7SD8HKGJ,01KRBQ5F4REX6QDDZ8AV74AGRQ,1,2026-05-11T14:30:57.444226+00:00,2026-05-11T14:31:33.494056+00:00,openclaw,01KRBQ5F4REX6QDDZ8AV74AGRQ:1,TsKd,9sJc,8h6d2s,Jd,2h,400000,openclaw,showdown,
01KRBQ6PMV1KETS2J1V66ZJSQ6,01KRBQ5F4REX6QDDZ8AV74AGRQ,2,2026-05-11T14:31:36.347658+00:00,2026-05-11T14:32:16.598632+00:00,hermes,01KRBQ5F4REX6QDDZ8AV74AGRQ:2,8cJc,7dAh,KsAc2s,3h,2d,200000,openclaw,showdown,
01KRBQ80PSD7KE2VC90H9SM4CY,01KRBQ5F4REX6QDDZ8AV74AGRQ,3,2026-05-11T14:32:19.417689+00:00,2026-05-11T14:32:54.134664+00:00,openclaw,01KRBQ5F4REX6QDDZ8AV74AGRQ:3,4c7h,8c9h,3s2h6d,6h,Kh,400000,openclaw,showdown,
01KRBQ95FB0ZHY64KX7E8VGYCA,01KRBQ5F4REX6QDDZ8AV74AGRQ,4,2026-05-11T14:32:57.067256+00:00,2026-05-11T14:33:02.329334+00:00,hermes,01KRBQ5F4REX6QDDZ8AV74AGRQ:4,3c8d,Qd7c,,,,100000,openclaw,fold,
01KRBQ9D9AEJV0GMENNX1FPW3F,01KRBQ5F4REX6QDDZ8AV74AGRQ,5,2026-05-11T14:33:05.066195+00:00,2026-05-11T14:33:07.385016+00:00,openclaw,01KRBQ5F4REX6QDDZ8AV74AGRQ:5,Kh2c,8s3d,,,,100000,hermes,fold,
01KRBQ9J653PSJDD8G26NE1NKJ,01KRBQ5F4REX6QDDZ8AV74AGRQ,6,2026-05-11T14:33:10.085675+00:00,2026-05-11T14:33:30.947343+00:00,hermes,01KRBQ5F4REX6QDDZ8AV74AGRQ:6,8h9s,Tc6h,Jd7s2d,,,200000,hermes,fold,
01KRBQA99RQAXFZR3ZB01QS6QJ,01KRBQ5F4REX6QDDZ8AV74AGRQ,7,2026-05-11T14:33:33.752793+00:00,2026-05-11T14:34:19.230316+00:00,openclaw,01KRBQ5F4REX6QDDZ8AV74AGRQ:7,Td6s,KhJs,3hJh2d,5d,Qs,400000,openclaw,showdown,
01KRBQBRC9BGF5BEX1KRFV01N2,01KRBQ5F4REX6QDDZ8AV74AGRQ,8,2026-05-11T14:34:21.961926+00:00,2026-05-11T14:34:54.554795+00:00,hermes,01KRBQ5F4REX6QDDZ8AV74AGRQ:8,4h8h,TsJd,7cKd9c,6d,9d,200000,openclaw,showdown,
01KRBQCV1JRXKX2RG4FC1BFT32,01KRBQ5F4REX6QDDZ8AV74AGRQ,9,2026-05-11T14:34:57.458157+00:00,2026-05-11T14:34:59.946093+00:00,openclaw,01KRBQ5F4REX6QDDZ8AV74AGRQ:9,8dAc,Qs6c,,,,100000,hermes,fold,
01KRBQD088MG1BSEF9MJZVTSYA,01KRBQ5F4REX6QDDZ8AV74AGRQ,10,2026-05-11T14:35:02.792647+00:00,2026-05-11T14:35:28.980155+00:00,hermes,01KRBQ5F4REX6QDDZ8AV74AGRQ:10,KcAc,JdAs,3h3s7c,6h,Kh,8583700,hermes,showdown,
