match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRCAAGZCEM5YY555N270GW4Z,hermes,5000000,10000000,9785,9990215
01KRCAAGZCEM5YY555N270GW4Z,openclaw,5000000,0,1153,0
