match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRH8F9RDPDY0N1DN3WVD766A,hermes,5000000,9870725,162922,9707803
01KRH8F9RDPDY0N1DN3WVD766A,openclaw,5000000,129275,131780,0
