hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRH8FB82F8JJQ07GFD4Z17ZE,01KRH8F9RDPDY0N1DN3WVD766A,1,2026-05-13T18:09:37.538358+00:00,2026-05-13T18:09:48.241638+00:00,openclaw,01KRH8F9RDPDY0N1DN3WVD766A:1,3d8h,4s7s,,,,200000,openclaw,fold,
01KRH8FRA87T4T8RC1Z2W8DETD,01KRH8F9RDPDY0N1DN3WVD766A,2,2026-05-13T18:09:50.920544+00:00,2026-05-13T18:09:55.329976+00:00,hermes,01KRH8F9RDPDY0N1DN3WVD766A:2,4sQh,Qd4c,,,,100000,openclaw,fold,
01KRH8FZ5XS2ST07505HVEHXJX,01KRH8F9RDPDY0N1DN3WVD766A,3,2026-05-13T18:09:57.949046+00:00,2026-05-13T18:10:25.888344+00:00,openclaw,01KRH8F9RDPDY0N1DN3WVD766A:3,4s5s,Kc9h,6s4h8d,4d,9c,1000000,hermes,showdown,
01KRH8GX28QRGW9SB5HWZGXM5N,01KRH8F9RDPDY0N1DN3WVD766A,4,2026-05-13T18:10:28.552326+00:00,2026-05-13T18:10:55.052609+00:00,hermes,01KRH8F9RDPDY0N1DN3WVD766A:4,Ah4h,8dQs,7h3hQd,3d,2s,1600000,openclaw,fold,
01KRH8HSKW1A01PWPT6A76CSAP,01KRH8F9RDPDY0N1DN3WVD766A,5,2026-05-13T18:10:57.788847+00:00,2026-05-13T18:11:05.649012+00:00,openclaw,01KRH8F9RDPDY0N1DN3WVD766A:5,8h5d,6h7d,,,,200000,openclaw,fold,
01KRH8J43WTN6029Z2F2MXSW5H,01KRH8F9RDPDY0N1DN3WVD766A,6,2026-05-13T18:11:08.540507+00:00,2026-05-13T18:11:23.355230+00:00,hermes,01KRH8F9RDPDY0N1DN3WVD766A:6,Ac4h,9c9d,,,,400000,openclaw,fold,
01KRH8JN6R5GN0KYDMCHPW84AH,01KRH8F9RDPDY0N1DN3WVD766A,7,2026-05-13T18:11:26.040692+00:00,2026-05-13T18:11:29.163186+00:00,openclaw,01KRH8F9RDPDY0N1DN3WVD766A:7,7hJs,6sTh,,,,100000,hermes,fold,
01KRH8JTTWQ2CNGPFG85YN73PS,01KRH8F9RDPDY0N1DN3WVD766A,8,2026-05-13T18:11:31.804819+00:00,2026-05-13T18:11:37.562494+00:00,hermes,01KRH8F9RDPDY0N1DN3WVD766A:8,Jc7d,Kh2d,,,,100000,openclaw,fold,
01KRH8K33005GGJA0NRHQNV7VJ,01KRH8F9RDPDY0N1DN3WVD766A,9,2026-05-13T18:11:40.256986+00:00,2026-05-13T18:12:15.181744+00:00,openclaw,01KRH8F9RDPDY0N1DN3WVD766A:9,8cAs,TsKh,9s6cAd,Ks,7c,920000,hermes,showdown,
01KRH8M7TYYNB8TE0JWRNXRW01,01KRH8F9RDPDY0N1DN3WVD766A,10,2026-05-13T18:12:17.886080+00:00,2026-05-13T18:12:22.232774+00:00,hermes,01KRH8F9RDPDY0N1DN3WVD766A:10,Jh3d,KsAh,,,,100000,openclaw,fold,
