match_id,snapshot_id,hand_id,hand_number,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp
01KRC16RWHYB7F95ZAHQZ85T94,01KRC16S5YT07HWG9BQFR2S4SA,,,hermes,match_start,5000000,0,5000000,2026-05-11T17:26:24.702659+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC16SC8JQ63M1SKC57QQ34B,,,openclaw,match_start,5000000,0,5000000,2026-05-11T17:26:24.904131+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC16TDE6FVJV67QQ1FJ5DET,01KRC16TDAY0VHNMPETAXHXRTC,1,hermes,hand_start,5000000,0,5000000,2026-05-11T17:26:25.966500+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC16TDFN91W8FG3BZVBG5SP,01KRC16TDAY0VHNMPETAXHXRTC,1,openclaw,hand_start,5000000,0,5000000,2026-05-11T17:26:25.967298+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC16XBD1RT638P00DTD4KP2,01KRC16TDAY0VHNMPETAXHXRTC,1,hermes,hand_end,5050000,0,5050000,2026-05-11T17:26:28.973958+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC16XBHVJZSST388V5DDASC,01KRC16TDAY0VHNMPETAXHXRTC,1,openclaw,hand_end,4950000,0,4950000,2026-05-11T17:26:28.977424+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC16YPTGJJBSRHPTCGDAQDR,01KRC16YPRM1W25D9R2GA0DZ4W,2,hermes,hand_start,5050000,0,5050000,2026-05-11T17:26:30.362371+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC16YPV5Z1J2VV43G2XGSKZ,01KRC16YPRM1W25D9R2GA0DZ4W,2,openclaw,hand_start,4950000,0,4950000,2026-05-11T17:26:30.363061+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC173CTVDPCH1A90FMSC356,01KRC16YPRM1W25D9R2GA0DZ4W,2,hermes,hand_end,5000000,0,5000000,2026-05-11T17:26:35.162541+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC173CX2SYWBJ7YGZQZVPPC,01KRC16YPRM1W25D9R2GA0DZ4W,2,openclaw,hand_end,5000000,0,5000000,2026-05-11T17:26:35.165341+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC174RW7BP12MXJ4Z2111YV,01KRC174RT7X304FWMVVANTE4H,3,hermes,hand_start,5000000,0,5000000,2026-05-11T17:26:36.572312+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC174RWMQE044A91PFTX7D4,01KRC174RT7X304FWMVVANTE4H,3,openclaw,hand_start,5000000,0,5000000,2026-05-11T17:26:36.572823+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC1789C4GSJFQP1GAMZTQSD,01KRC174RT7X304FWMVVANTE4H,3,hermes,hand_end,5050000,0,5050000,2026-05-11T17:26:40.172383+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC1789FHJ8B9HBWXX2SCGGB,01KRC174RT7X304FWMVVANTE4H,3,openclaw,hand_end,4950000,592,4949408,2026-05-11T17:26:40.175444+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC179N5YZ35JZP6B9KBQG2F,01KRC179N2C8YRQKNKAFPR0MK4,4,hermes,hand_start,5050000,0,5050000,2026-05-11T17:26:41.573852+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC179N6C2WMGQXFRVNZQ3W2,01KRC179N2C8YRQKNKAFPR0MK4,4,openclaw,hand_start,4950000,592,4949408,2026-05-11T17:26:41.574931+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17D7YZF5P93J97QDRZXX4,01KRC179N2C8YRQKNKAFPR0MK4,4,hermes,hand_end,5000000,0,5000000,2026-05-11T17:26:45.246461+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17D80HE6QDW1SWC7B8BRH,01KRC179N2C8YRQKNKAFPR0MK4,4,openclaw,hand_end,5000000,592,4999408,2026-05-11T17:26:45.248863+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17EKHE6T8BWMRJ9PWX5B4,01KRC17EKDJKQPVFHH4EDY7YKT,5,hermes,hand_start,5000000,0,5000000,2026-05-11T17:26:46.641086+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17EKHP4NDGGQV7Z03EQ19,01KRC17EKDJKQPVFHH4EDY7YKT,5,openclaw,hand_start,5000000,979,4999021,2026-05-11T17:26:46.641699+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17KAJ68ZD5HXZD5TB13PE,01KRC17EKDJKQPVFHH4EDY7YKT,5,hermes,hand_end,4900000,463,4899537,2026-05-11T17:26:51.474788+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17KAPJR8QF8V7R00PPWRG,01KRC17EKDJKQPVFHH4EDY7YKT,5,openclaw,hand_end,5100000,979,5099021,2026-05-11T17:26:51.478139+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17MPH2K2293XWQA9CPBJ9,01KRC17MPENT1APMAX64ZZFKDB,6,hermes,hand_start,4900000,845,4899155,2026-05-11T17:26:52.881651+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17MPJ54DHZA9YENCDF8TZ,01KRC17MPENT1APMAX64ZZFKDB,6,openclaw,hand_start,5100000,979,5099021,2026-05-11T17:26:52.882512+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17VGNDT9TMX8DKFT1J7AH,01KRC17MPENT1APMAX64ZZFKDB,6,hermes,hand_end,5000000,1134,4998866,2026-05-11T17:26:59.861471+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17VGQPH5NZGJ3MAHR37CM,01KRC17MPENT1APMAX64ZZFKDB,6,openclaw,hand_end,5000000,979,4999021,2026-05-11T17:26:59.863334+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17X44FHCD9RAQDQDA97SN,01KRC17X415JF2FSK11QBXVEZS,7,hermes,hand_start,5000000,1134,4998866,2026-05-11T17:27:01.508739+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC17X45TSXXPDYK7M35Y8BK,01KRC17X415JF2FSK11QBXVEZS,7,openclaw,hand_start,5000000,979,4999021,2026-05-11T17:27:01.509413+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18ME38R8A6H6JE7N547T0,01KRC17X415JF2FSK11QBXVEZS,7,hermes,hand_end,4900000,2646,4897354,2026-05-11T17:27:25.379468+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18ME6V8RD6JZ9K4J9CRQA,01KRC17X415JF2FSK11QBXVEZS,7,openclaw,hand_end,5100000,2551,5097449,2026-05-11T17:27:25.382353+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18NTCK0KR4SGEBSSGD6KB,01KRC18NT8TSS7C0R26YQNMMPE,8,hermes,hand_start,4900000,2646,4897354,2026-05-11T17:27:26.796742+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18NTD9CV5T9VKMR36NTGM,01KRC18NT8TSS7C0R26YQNMMPE,8,openclaw,hand_start,5100000,2551,5097449,2026-05-11T17:27:26.797523+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18SK2X06Y08A2WXETB323,01KRC18NT8TSS7C0R26YQNMMPE,8,hermes,hand_end,4850000,2646,4847354,2026-05-11T17:27:30.658363+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18SK5YQCJWDVJTN6X4WWG,01KRC18NT8TSS7C0R26YQNMMPE,8,openclaw,hand_end,5150000,3140,5146860,2026-05-11T17:27:30.661866+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18TYQYZPW2ZWQ0R4WZ3DS,01KRC18TYMSB930BXWVDCKSB0K,9,hermes,hand_start,4850000,3470,4846530,2026-05-11T17:27:32.055347+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18TYRQT4ZYXZ0X0044C4C,01KRC18TYMSB930BXWVDCKSB0K,9,openclaw,hand_start,5150000,3734,5146266,2026-05-11T17:27:32.056555+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18YE7HHE482K3WFK09F1G,01KRC18TYMSB930BXWVDCKSB0K,9,hermes,hand_end,4900000,3470,4896530,2026-05-11T17:27:35.623429+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18YEA7D5JN1KW3X5PFX0G,01KRC18TYMSB930BXWVDCKSB0K,9,openclaw,hand_end,5100000,4333,5095667,2026-05-11T17:27:35.626607+00:00
01KRC16RWHYB7F95ZAHQZ85T94,01KRC18ZSND19X5M22646DX176,01KRC18ZSJ392XB1G49JGEYC5D,10,hermes,hand_start,4900000,3470,4896530,2026-05-11T17:27:37.013684+00:00
