match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRC16RWHYB7F95ZAHQZ85T94,hermes,5000000,11349,12832,0
01KRC16RWHYB7F95ZAHQZ85T94,openclaw,5000000,9988651,15444,9973207
