hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRC16TDAY0VHNMPETAXHXRTC,01KRC16RWHYB7F95ZAHQZ85T94,1,2026-05-11T17:26:25.962889+00:00,2026-05-11T17:26:27.631324+00:00,openclaw,01KRC16RWHYB7F95ZAHQZ85T94:1,7s6d,3d7h,,,,100000,hermes,fold,
01KRC16YPRM1W25D9R2GA0DZ4W,01KRC16RWHYB7F95ZAHQZ85T94,2,2026-05-11T17:26:30.360160+00:00,2026-05-11T17:26:33.855449+00:00,hermes,01KRC16RWHYB7F95ZAHQZ85T94:2,8dJs,Jd5s,,,,100000,openclaw,fold,
01KRC174RT7X304FWMVVANTE4H,01KRC16RWHYB7F95ZAHQZ85T94,3,2026-05-11T17:26:36.570724+00:00,2026-05-11T17:26:38.853835+00:00,openclaw,01KRC16RWHYB7F95ZAHQZ85T94:3,4dKd,Kh4s,,,,100000,hermes,fold,
01KRC179N2C8YRQKNKAFPR0MK4,01KRC16RWHYB7F95ZAHQZ85T94,4,2026-05-11T17:26:41.570513+00:00,2026-05-11T17:26:43.893540+00:00,hermes,01KRC16RWHYB7F95ZAHQZ85T94:4,3d9d,KcQh,,,,100000,openclaw,fold,
01KRC17EKDJKQPVFHH4EDY7YKT,01KRC16RWHYB7F95ZAHQZ85T94,5,2026-05-11T17:26:46.637472+00:00,2026-05-11T17:26:50.160946+00:00,openclaw,01KRC16RWHYB7F95ZAHQZ85T94:5,2s5d,KsAh,,,,200000,openclaw,fold,
01KRC17MPENT1APMAX64ZZFKDB,01KRC16RWHYB7F95ZAHQZ85T94,6,2026-05-11T17:26:52.878072+00:00,2026-05-11T17:26:58.490195+00:00,hermes,01KRC16RWHYB7F95ZAHQZ85T94:6,Kh8d,Qh7d,,,,200000,hermes,fold,
01KRC17X415JF2FSK11QBXVEZS,01KRC16RWHYB7F95ZAHQZ85T94,7,2026-05-11T17:27:01.505309+00:00,2026-05-11T17:27:24.021196+00:00,openclaw,01KRC16RWHYB7F95ZAHQZ85T94:7,Jd6h,9cJh,Js7h5s,7c,4c,200000,openclaw,showdown,
01KRC18NT8TSS7C0R26YQNMMPE,01KRC16RWHYB7F95ZAHQZ85T94,8,2026-05-11T17:27:26.792589+00:00,2026-05-11T17:27:29.339459+00:00,hermes,01KRC16RWHYB7F95ZAHQZ85T94:8,6h9d,2cTs,,,,100000,openclaw,fold,
01KRC18TYMSB930BXWVDCKSB0K,01KRC16RWHYB7F95ZAHQZ85T94,9,2026-05-11T17:27:32.052842+00:00,2026-05-11T17:27:34.332407+00:00,openclaw,01KRC16RWHYB7F95ZAHQZ85T94:9,8c3s,8h2d,,,,100000,hermes,fold,
01KRC18ZSJ392XB1G49JGEYC5D,01KRC16RWHYB7F95ZAHQZ85T94,10,2026-05-11T17:27:37.010245+00:00,2026-05-11T17:28:01.845259+00:00,hermes,01KRC16RWHYB7F95ZAHQZ85T94:10,AsTs,7cJh,7dJcAd,Kc,2c,7500000,openclaw,showdown,
