hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRH8ZNYW7NJJWJVP7QVVG8WN,01KRH8ZMCZ1N5Q10H4MRFXYXKE,1,2026-05-13T18:18:32.796200+00:00,2026-05-13T18:18:34.809261+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:1,8d6d,4d7h,,,,100000,hermes,fold,
01KRH8ZVXNZPVNNGK5AWF4BTBF,01KRH8ZMCZ1N5Q10H4MRFXYXKE,2,2026-05-13T18:18:38.901730+00:00,2026-05-13T18:18:41.934496+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:2,4c3s,6d7h,,,,100000,openclaw,fold,
01KRH901K8E0QKWWG1XSNBCB8Y,01KRH8ZMCZ1N5Q10H4MRFXYXKE,3,2026-05-13T18:18:44.712748+00:00,2026-05-13T18:18:46.253836+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:3,3hJs,7c6c,,,,100000,hermes,fold,
01KRH905V1ABZT9ZFGZCASK467,01KRH8ZMCZ1N5Q10H4MRFXYXKE,4,2026-05-13T18:18:49.057074+00:00,2026-05-13T18:18:52.179913+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:4,3h6d,6s3s,,,,100000,openclaw,fold,
01KRH90BQTPXECVWRPSN8BCXBD,01KRH8ZMCZ1N5Q10H4MRFXYXKE,5,2026-05-13T18:18:55.098738+00:00,2026-05-13T18:18:57.704822+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:5,KhKd,4h6s,,,,100000,hermes,fold,
01KRH90GZVH4A6JY2Z24V7YGEY,01KRH8ZMCZ1N5Q10H4MRFXYXKE,6,2026-05-13T18:19:00.475214+00:00,2026-05-13T18:19:03.277578+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:6,9d3c,5c9h,,,,100000,openclaw,fold,
01KRH90PEEFNNK1Z3624N9RWTE,01KRH8ZMCZ1N5Q10H4MRFXYXKE,7,2026-05-13T18:19:06.062068+00:00,2026-05-13T18:19:08.337222+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:7,Qs8h,7s5d,,,,100000,hermes,fold,
01KRH90VCE03AKHMC9FD9WA7PJ,01KRH8ZMCZ1N5Q10H4MRFXYXKE,8,2026-05-13T18:19:11.118394+00:00,2026-05-13T18:19:14.192840+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:8,3cTd,2c6s,,,,100000,openclaw,fold,
01KRH9112ZVBQ56B9VS76Z93V7,01KRH8ZMCZ1N5Q10H4MRFXYXKE,9,2026-05-13T18:19:16.959974+00:00,2026-05-13T18:19:20.007410+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:9,QsTc,Kd9c,,,,100000,hermes,fold,
01KRH916TR1SFTKKGEZ5KG2QK3,01KRH8ZMCZ1N5Q10H4MRFXYXKE,10,2026-05-13T18:19:22.840080+00:00,2026-05-13T18:19:41.711448+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:10,2cKh,6d3c,Qd8s2d,,,200000,hermes,fold,
01KRH91VYXFWV3VZCEZE7J09Q9,01KRH8ZMCZ1N5Q10H4MRFXYXKE,11,2026-05-13T18:19:44.477389+00:00,2026-05-13T18:19:46.385461+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:11,8cQh,4h2s,,,,100000,hermes,fold,
01KRH920HTRY9ZVPVXNCP930HV,01KRH8ZMCZ1N5Q10H4MRFXYXKE,12,2026-05-13T18:19:49.178233+00:00,2026-05-13T18:20:11.518878+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:12,7c5h,9dJh,AsKs7s,4d,2h,200000,hermes,showdown,
01KRH92RZYDK7B6Q928G24H9G0,01KRH8ZMCZ1N5Q10H4MRFXYXKE,13,2026-05-13T18:20:14.206858+00:00,2026-05-13T18:20:16.854119+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:13,Tc9d,Qh2h,,,,100000,hermes,fold,
01KRH92Y5DMK36WRP2R4X2ESJK,01KRH8ZMCZ1N5Q10H4MRFXYXKE,14,2026-05-13T18:20:19.501518+00:00,2026-05-13T18:20:22.481670+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:14,3s8h,Qc6d,,,,100000,openclaw,fold,
01KRH933W94XVN8TPFHM60M6AE,01KRH8ZMCZ1N5Q10H4MRFXYXKE,15,2026-05-13T18:20:25.354010+00:00,2026-05-13T18:20:31.574149+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:15,Ac5d,2c2d,,,,200000,hermes,fold,
01KRH93ES88947XTYMAN0RCMCF,01KRH8ZMCZ1N5Q10H4MRFXYXKE,16,2026-05-13T18:20:36.520785+00:00,2026-05-13T18:20:57.366794+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:16,6sJd,6h2c,5c5s8s,,,200000,hermes,fold,
01KRH945WWEAJGHFEPSH0TCQD6,01KRH8ZMCZ1N5Q10H4MRFXYXKE,17,2026-05-13T18:21:00.188454+00:00,2026-05-13T18:21:02.186583+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:17,Qd2c,6h9h,,,,100000,hermes,fold,
01KRH94AHNDHFVAM8FHETZC52V,01KRH8ZMCZ1N5Q10H4MRFXYXKE,18,2026-05-13T18:21:04.949759+00:00,2026-05-13T18:21:17.410110+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:18,4c3c,8h7d,5cKsQh,,,200000,hermes,fold,
01KRH94SAN9Z7KFVG79BR8AKD9,01KRH8ZMCZ1N5Q10H4MRFXYXKE,19,2026-05-13T18:21:20.085815+00:00,2026-05-13T18:21:22.397843+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:19,6dKd,9d2s,,,,100000,hermes,fold,
01KRH94Y57J0NA9HRN3CBTEGZM,01KRH8ZMCZ1N5Q10H4MRFXYXKE,20,2026-05-13T18:21:25.031138+00:00,2026-05-13T18:21:46.450286+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:20,5h8h,Qh8c,Kh4h2c,,,200000,hermes,fold,
01KRH95NT09HS057PGAX3ENHV9,01KRH8ZMCZ1N5Q10H4MRFXYXKE,21,2026-05-13T18:21:49.248046+00:00,2026-05-13T18:21:53.006102+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:21,6dKs,6cJh,,,,100000,hermes,fold,
01KRH95W4VZRAD2GZVKVNEK7WS,01KRH8ZMCZ1N5Q10H4MRFXYXKE,22,2026-05-13T18:21:55.739045+00:00,2026-05-13T18:21:58.896008+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:22,6d4c,6s7s,,,,100000,openclaw,fold,
01KRH961WR7G9Q3FD7YEQKT2H1,01KRH8ZMCZ1N5Q10H4MRFXYXKE,23,2026-05-13T18:22:01.624055+00:00,2026-05-13T18:22:30.697743+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:23,4d3s,Ad9c,8s9s7s,Tc,2s,400000,hermes,showdown,
01KRH9710ZXD6DMC74PCVRN266,01KRH8ZMCZ1N5Q10H4MRFXYXKE,24,2026-05-13T18:22:33.503608+00:00,2026-05-13T18:22:36.693736+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:24,5c3s,8hKd,,,,100000,openclaw,fold,
01KRH976WBQ54SHCMR2NMHHN6D,01KRH8ZMCZ1N5Q10H4MRFXYXKE,25,2026-05-13T18:22:39.499928+00:00,2026-05-13T18:22:48.654387+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:25,Th2c,Tc6h,,,,100000,hermes,fold,
01KRH97JJA416FC769T3C7XFFB,01KRH8ZMCZ1N5Q10H4MRFXYXKE,26,2026-05-13T18:22:51.466054+00:00,2026-05-13T18:22:55.069632+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:26,8c2c,7d9s,,,,100000,openclaw,fold,
01KRH97RT3FGQCH4KEYKPZKS9S,01KRH8ZMCZ1N5Q10H4MRFXYXKE,27,2026-05-13T18:22:57.859222+00:00,2026-05-13T18:22:59.825613+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:27,AdTc,7cJs,,,,100000,hermes,fold,
01KRH97XE6G6TMQ178APJSTAJ5,01KRH8ZMCZ1N5Q10H4MRFXYXKE,28,2026-05-13T18:23:02.598403+00:00,2026-05-13T18:23:07.384499+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:28,Qc9s,7h6c,,,,200000,hermes,fold,
01KRH984T1W670WC6NX8PZDG11,01KRH8ZMCZ1N5Q10H4MRFXYXKE,29,2026-05-13T18:23:10.145360+00:00,2026-05-13T18:23:12.331352+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:29,9cQs,8dQc,,,,100000,hermes,fold,
01KRH989M37QHCMG6SZPY4SC9E,01KRH8ZMCZ1N5Q10H4MRFXYXKE,30,2026-05-13T18:23:15.075412+00:00,2026-05-13T18:23:26.078647+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:30,Ks2h,4h3d,3c8cKd,,,200000,hermes,fold,
01KRH98PZA5YX3XXX14AEV37QF,01KRH8ZMCZ1N5Q10H4MRFXYXKE,31,2026-05-13T18:23:28.746451+00:00,2026-05-13T18:23:33.655744+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:31,9c2d,9h9d,,,,200000,openclaw,fold,
01KRH98YAMQV6GEB40NJP2QVKW,01KRH8ZMCZ1N5Q10H4MRFXYXKE,32,2026-05-13T18:23:36.276910+00:00,2026-05-13T18:23:56.918950+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:32,6h7d,5dQd,Jd2d8h,2s,Ac,400000,openclaw,showdown,
01KRH99N4RXKN1YCR4NTK25XWR,01KRH8ZMCZ1N5Q10H4MRFXYXKE,33,2026-05-13T18:23:59.640049+00:00,2026-05-13T18:24:24.932625+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:33,As2c,7c7h,,,,2800000,hermes,fold,
01KRH9AGMHMH0WYG2TF2V6DBRP,01KRH8ZMCZ1N5Q10H4MRFXYXKE,34,2026-05-13T18:24:27.793669+00:00,2026-05-13T18:24:30.940168+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:34,4s9d,Ts3h,,,,100000,openclaw,fold,
01KRH9APE74W09SQD40SS2BVA2,01KRH8ZMCZ1N5Q10H4MRFXYXKE,35,2026-05-13T18:24:33.735843+00:00,2026-05-13T18:24:35.868483+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:35,4h2c,TsJd,,,,100000,hermes,fold,
01KRH9AV7PG3G1HC7ZEK2SPMW3,01KRH8ZMCZ1N5Q10H4MRFXYXKE,36,2026-05-13T18:24:38.647007+00:00,2026-05-13T18:24:58.282141+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:36,8c6s,8d2s,JhAdAh,3s,7h,0,split,showdown,
01KRH9BH37NZYFNGS1QR31QRW8,01KRH8ZMCZ1N5Q10H4MRFXYXKE,37,2026-05-13T18:25:01.031055+00:00,2026-05-13T18:25:20.222580+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:37,8h6h,QcQd,AsKs8d,9s,5d,800000,openclaw,showdown,
01KRH9C6DPQW9A7C8NJJYFDQ27,01KRH8ZMCZ1N5Q10H4MRFXYXKE,38,2026-05-13T18:25:22.870816+00:00,2026-05-13T18:25:30.036297+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:38,Kd3c,Ac4d,,,,200000,openclaw,fold,
01KRH9CG0KP40XVQ9ZJ737A6MM,01KRH8ZMCZ1N5Q10H4MRFXYXKE,39,2026-05-13T18:25:32.691442+00:00,2026-05-13T18:25:53.713499+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:39,Th9d,QhAh,KdAcQc,6c,Kh,6259824,openclaw,showdown,
01KRH9D78130P04HKYNBAV5BS0,01KRH8ZMCZ1N5Q10H4MRFXYXKE,40,2026-05-13T18:25:56.481748+00:00,2026-05-13T18:26:09.452330+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:40,Qc7c,2sJd,AcQd9d,,,200000,hermes,fold,
01KRH9DPHZWMPF5SFACSFMASJV,01KRH8ZMCZ1N5Q10H4MRFXYXKE,41,2026-05-13T18:26:12.159931+00:00,2026-05-13T18:26:14.294840+00:00,openclaw,01KRH8ZMCZ1N5Q10H4MRFXYXKE:41,6d3d,9h5h,,,,100000,hermes,fold,
01KRH9DV7XJV8G7PSW28H83X7C,01KRH8ZMCZ1N5Q10H4MRFXYXKE,42,2026-05-13T18:26:16.957365+00:00,2026-05-13T18:26:41.658472+00:00,hermes,01KRH8ZMCZ1N5Q10H4MRFXYXKE:42,Qh6d,TdAc,3d2dQc,Ad,Tc,7408346,openclaw,showdown,
