match_id,created_at,ended_at,buy_in_micros,small_blind_micros,big_blind_micros,hands_planned,hands_played,status,termination_reason,config_json
01KRH9TWVP46N1W1Q3HPGJFXKN,2026-05-13T18:33:24.598455+00:00,2026-05-13T18:40:15.961304+00:00,5000000,50000,100000,100,39,completed,bankruptcy,"{""config_path"": ""config\\config.yaml"", ""decision_timeout_seconds"": 300, ""min_stack_to_play_micros"": 200000}"
