match_id,snapshot_id,hand_id,hand_number,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp
01KRHCRPWBSFP8NP661689YV9A,01KRHCRQZQGGBYCX4EZPYKES9P,,,hermes,match_start,5000000,0,5000000,2026-05-13T19:24:39.799932+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCRR60SNQBNF9TTYCNR8EV,,,openclaw,match_start,5000000,0,5000000,2026-05-13T19:24:40.000864+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCRSBGTVA25J8PJ17JGH6B,01KRHCRSBCCQ0790V8JDJP7XFH,1,hermes,hand_start,5000000,0,5000000,2026-05-13T19:24:41.200696+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCRSBH7WWEFP0MAQMCEQ6P,01KRHCRSBCCQ0790V8JDJP7XFH,1,openclaw,hand_start,5000000,0,5000000,2026-05-13T19:24:41.201204+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCRWTZ57QKY314T3CT015R,01KRHCRSBCCQ0790V8JDJP7XFH,1,hermes,hand_end,5050000,0,5050000,2026-05-13T19:24:44.767671+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCRWV2CHPDHX7911P3BW51,01KRHCRSBCCQ0790V8JDJP7XFH,1,openclaw,hand_end,4950000,0,4950000,2026-05-13T19:24:44.770446+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCRY6J08M5GQ032RCSVM10,01KRHCRY6GSQWK97J82M8YBFDA,2,hermes,hand_start,5050000,0,5050000,2026-05-13T19:24:46.162259+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCRY6J300XT3T5GEMXG5DP,01KRHCRY6GSQWK97J82M8YBFDA,2,openclaw,hand_start,4950000,0,4950000,2026-05-13T19:24:46.162637+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCS3Q94AC5XQ8NB9HMCV54,01KRHCRY6GSQWK97J82M8YBFDA,2,hermes,hand_end,5000000,0,5000000,2026-05-13T19:24:51.817561+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCS3QCREYKNCW9142DPBJ8,01KRHCRY6GSQWK97J82M8YBFDA,2,openclaw,hand_end,5000000,0,5000000,2026-05-13T19:24:51.820441+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCS522FF265BX2G2F2NQJ3,01KRHCS51Z9WT60HED7EXTQ250,3,hermes,hand_start,5000000,0,5000000,2026-05-13T19:24:53.186359+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCS522PV4WFCS1FRJ8BQ3N,01KRHCS51Z9WT60HED7EXTQ250,3,openclaw,hand_start,5000000,0,5000000,2026-05-13T19:24:53.186887+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCS8AS1DP8NEM9EZ5A5NYW,01KRHCS51Z9WT60HED7EXTQ250,3,hermes,hand_end,5050000,0,5050000,2026-05-13T19:24:56.537824+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCS8AXNRYX51Y6G6AMW2TT,01KRHCS51Z9WT60HED7EXTQ250,3,openclaw,hand_end,4950000,0,4950000,2026-05-13T19:24:56.541710+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCS9NKFYY3V6TRY5CAQES0,01KRHCS9NJD3TA43MJB1PGXCD9,4,hermes,hand_start,5050000,0,5050000,2026-05-13T19:24:57.907883+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCS9NMS2Z9HCBPDQW5W998,01KRHCS9NJD3TA43MJB1PGXCD9,4,openclaw,hand_start,4950000,0,4950000,2026-05-13T19:24:57.908330+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCSEHFTJF9YBB26NH2QR78,01KRHCS9NJD3TA43MJB1PGXCD9,4,hermes,hand_end,5000000,0,5000000,2026-05-13T19:25:02.895499+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCSEHK3VP1T7TYJ8KVXB7M,01KRHCS9NJD3TA43MJB1PGXCD9,4,openclaw,hand_end,5000000,410,4999590,2026-05-13T19:25:02.899500+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCSFWK0E7QVDH0YZWZGT8W,01KRHCSFWFZ79H3NP3D3CWCS9S,5,hermes,hand_start,5000000,0,5000000,2026-05-13T19:25:04.275138+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCSFWKQX6B0KYMK27VH9S3,01KRHCSFWFZ79H3NP3D3CWCS9S,5,openclaw,hand_start,5000000,410,4999590,2026-05-13T19:25:04.275898+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCT5Y487SS9DN7EPJWFYKV,01KRHCSFWFZ79H3NP3D3CWCS9S,5,hermes,hand_end,4900000,8538,4891462,2026-05-13T19:25:26.852545+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCT5Y8B3GCFTCS714TJ9J0,01KRHCSFWFZ79H3NP3D3CWCS9S,5,openclaw,hand_end,5100000,790,5099210,2026-05-13T19:25:26.856528+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCT7EW5MA75MMHQ6KMMNR9,01KRHCT7ESTK6DNARV8JTJ1NVM,6,hermes,hand_start,4900000,8538,4891462,2026-05-13T19:25:28.412973+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCT7EXMS29CA2DJ97859Q9,01KRHCT7ESTK6DNARV8JTJ1NVM,6,openclaw,hand_start,5100000,790,5099210,2026-05-13T19:25:28.413979+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCTFNDZDTHDSJAEDEANQH7,01KRHCT7ESTK6DNARV8JTJ1NVM,6,hermes,hand_end,4850000,8538,4841462,2026-05-13T19:25:36.814004+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCTFNJ0YXNNPF2SVYN7YDY,01KRHCT7ESTK6DNARV8JTJ1NVM,6,openclaw,hand_end,5150000,1330,5148670,2026-05-13T19:25:36.818032+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCTH0VFVHCXJXZH61QDVSX,01KRHCTH0RG65MZ9ZV4ABACTSG,7,hermes,hand_start,4850000,8538,4841462,2026-05-13T19:25:38.203540+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCTH0WDQHK7NBBNWX9ZWCY,01KRHCTH0RG65MZ9ZV4ABACTSG,7,openclaw,hand_start,5150000,1330,5148670,2026-05-13T19:25:38.204109+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCW76DKV4H9AKXS760DVFF,01KRHCTH0RG65MZ9ZV4ABACTSG,7,hermes,hand_end,2650000,22556,2627444,2026-05-13T19:26:33.677698+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCW76GCZPRFZ9TSG8J16YA,01KRHCTH0RG65MZ9ZV4ABACTSG,7,openclaw,hand_end,7350000,3233,7346767,2026-05-13T19:26:33.680119+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCW8H9XWD5X45GKMMHTH1Y,01KRHCW8H7BK4GZNXNDMC2V5R0,8,hermes,hand_start,2650000,25362,2624638,2026-05-13T19:26:35.049234+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCW8H9F2X6C6KKSQ9GH6FR,01KRHCW8H7BK4GZNXNDMC2V5R0,8,openclaw,hand_start,7350000,3233,7346767,2026-05-13T19:26:35.049530+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCXA0YC7Z2CGSZ4HYWJD7E,01KRHCW8H7BK4GZNXNDMC2V5R0,8,hermes,hand_end,25362,43828,0,2026-05-13T19:27:09.342530+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCXA100WRKF0G3745RYMPV,01KRHCW8H7BK4GZNXNDMC2V5R0,8,openclaw,hand_end,9974638,4305,9970333,2026-05-13T19:27:09.344769+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCXDX8GTW30PHVPAPPNWTM,,,hermes,match_end,25362,46546,0,2026-05-13T19:27:13.320344+00:00
01KRHCRPWBSFP8NP661689YV9A,01KRHCXE3FW5M4D6R064GDABXV,,,openclaw,match_end,9974638,4305,9970333,2026-05-13T19:27:13.519149+00:00
