match_id,snapshot_id,hand_id,hand_number,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp
01KRHEJWN7NGRR22J377DJHV74,01KRHEJXR0RXW9Z1QWGAHCMX62,,,hermes,match_start,5000000,0,5000000,2026-05-13T19:56:26.240604+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEJXYBHZ4VGZ8617JZNTT7,,,openclaw,match_start,5000000,0,5000000,2026-05-13T19:56:26.443522+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEJYY9KZGXHC0Y8TMGYKQ1,01KRHEJYY5Z7P8K98QN5J1Z48D,1,hermes,hand_start,5000000,0,5000000,2026-05-13T19:56:27.465787+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEJYYAY499G11FD9Q8NTCZ,01KRHEJYY5Z7P8K98QN5J1Z48D,1,openclaw,hand_start,5000000,0,5000000,2026-05-13T19:56:27.466389+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEKWG8R10A4M1FNG661DV5,01KRHEJYY5Z7P8K98QN5J1Z48D,1,hermes,hand_end,5500000,663,5499337,2026-05-13T19:56:57.736472+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEKWGBVJ62QVDHW9QHSHJH,01KRHEJYY5Z7P8K98QN5J1Z48D,1,openclaw,hand_end,4500000,9302,4490698,2026-05-13T19:56:57.739166+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEKXWGJKHD2XPQM8E9ZJ29,01KRHEKXWC6ZQWVSB85RGW2FVB,2,hermes,hand_start,5500000,663,5499337,2026-05-13T19:56:59.152080+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEKXWG54BMMBGZ5ZN06GY5,01KRHEKXWC6ZQWVSB85RGW2FVB,2,openclaw,hand_start,4500000,11898,4488102,2026-05-13T19:56:59.152720+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEMF79BZW99F3FPGNG04AX,01KRHEKXWC6ZQWVSB85RGW2FVB,2,hermes,hand_end,5450000,921,5449079,2026-05-13T19:57:16.905317+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEMF7CFTSYWNGJXRTY5QNH,01KRHEKXWC6ZQWVSB85RGW2FVB,2,openclaw,hand_end,4550000,11898,4538102,2026-05-13T19:57:16.908691+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEMGKZY22ZTH84C9GVK115,01KRHEMGKW7NQ0NRY1HSDGC3PV,3,hermes,hand_start,5450000,921,5449079,2026-05-13T19:57:18.335665+00:00
01KRHEJWN7NGRR22J377DJHV74,01KRHEMGM0S7VMXRJQSGKK2EFN,01KRHEMGKW7NQ0NRY1HSDGC3PV,3,openclaw,hand_start,4550000,11898,4538102,2026-05-13T19:57:18.336146+00:00
