match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRC9QFAW55G1WZGNJYQV9NWW,hermes,5000000,10000000,6585,9993415
01KRC9QFAW55G1WZGNJYQV9NWW,openclaw,5000000,0,1672,0
