match_id,created_at,ended_at,buy_in_micros,small_blind_micros,big_blind_micros,hands_planned,hands_played,status,termination_reason,config_json
01KRC5MMPSKEQYHDARWWEC64Q7,2026-05-11T18:43:53.177057+00:00,2026-05-11T19:02:22.199903+00:00,5000000,50000,100000,100,100,completed,hands_complete,"{""config_path"": ""config\\config.yaml"", ""decision_timeout_seconds"": 300, ""min_stack_to_play_micros"": 200000}"
