match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRBZ0GW28VW180WT8PZ01KGR,hermes,5000000,52132,70112,0
01KRBZ0GW28VW180WT8PZ01KGR,openclaw,5000000,9947868,16536,9931332
