match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRHA7R67BFPA6ZKRAEPJ99D0,hermes,5000000,9944525,7500,9937025
01KRHA7R67BFPA6ZKRAEPJ99D0,openclaw,5000000,55475,58735,0
