snapshot_id,match_id,hand_id,agent_name,snapshot_type,limit_micros,usage_micros,limit_remaining_micros,timestamp,hand_number
01KRC895141BV3N55GRPP6ZVYB,01KRC894R7SVDC4PP72FEFYEMQ,,hermes,match_start,5000000,0,5000000,2026-05-11T19:30:02.404960+00:00,
01KRC895786RAJDR0CJYC65MP5,01KRC894R7SVDC4PP72FEFYEMQ,,openclaw,match_start,5000000,0,5000000,2026-05-11T19:30:02.600719+00:00,
01KRC8968NM6G259XJCB6DHP81,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8968JA5KBG1G0099A26Y4,hermes,hand_start,5000000,0,5000000,2026-05-11T19:30:03.669781+00:00,1
01KRC8968PH65NNBT9RGAFBPBR,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8968JA5KBG1G0099A26Y4,openclaw,hand_start,5000000,0,5000000,2026-05-11T19:30:03.670447+00:00,1
01KRC89HSRVYPG0DDZXV27CCX6,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8968JA5KBG1G0099A26Y4,hermes,hand_end,4900000,415,4899585,2026-05-11T19:30:15.480314+00:00,1
01KRC89HSTE1Q7YTGNJVEDB9RM,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8968JA5KBG1G0099A26Y4,openclaw,hand_end,5100000,0,5100000,2026-05-11T19:30:15.482805+00:00,1
01KRC89K55GF4ZTTGC5JXXWENK,01KRC894R7SVDC4PP72FEFYEMQ,01KRC89K5295YEQXD5538VYY0K,hermes,hand_start,4900000,415,4899585,2026-05-11T19:30:16.869174+00:00,2
01KRC89K567GH9ATTPBM4J8P52,01KRC894R7SVDC4PP72FEFYEMQ,01KRC89K5295YEQXD5538VYY0K,openclaw,hand_start,5100000,6485,5093515,2026-05-11T19:30:16.870022+00:00,2
01KRC8A2JKJGQ0C1QNR2BQ4TZZ,01KRC894R7SVDC4PP72FEFYEMQ,01KRC89K5295YEQXD5538VYY0K,hermes,hand_end,4800000,1200,4798800,2026-05-11T19:30:32.659727+00:00,2
01KRC8A2JQ7VTS8F6D0ADKMWZ8,01KRC894R7SVDC4PP72FEFYEMQ,01KRC89K5295YEQXD5538VYY0K,openclaw,hand_end,5200000,6485,5193515,2026-05-11T19:30:32.663372+00:00,2
01KRC8A3Y0PHE8E4KK5K22MWYG,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8A3XX7Y03Y7DCWV61YTXZ,hermes,hand_start,4800000,1200,4798800,2026-05-11T19:30:34.048714+00:00,3
01KRC8A3Y1JYNN5KRV6V6PRXDQ,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8A3XX7Y03Y7DCWV61YTXZ,openclaw,hand_start,5200000,6485,5193515,2026-05-11T19:30:34.049261+00:00,3
01KRC8A76P5YJ4CVQ56V93N581,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8A3XX7Y03Y7DCWV61YTXZ,hermes,hand_end,4850000,1631,4848369,2026-05-11T19:30:37.398883+00:00,3
01KRC8A76SBND0H4EKM57MFAZN,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8A3XX7Y03Y7DCWV61YTXZ,openclaw,hand_end,5150000,9700,5140300,2026-05-11T19:30:37.401674+00:00,3
01KRC8A8HV7EQCJVG566CSKMX5,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8A8HRG9DTJF34JTEEB325,hermes,hand_start,4850000,1631,4848369,2026-05-11T19:30:38.779234+00:00,4
01KRC8A8HVEZHVCX3VV5MCX3XZ,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8A8HRG9DTJF34JTEEB325,openclaw,hand_start,5150000,9700,5140300,2026-05-11T19:30:38.779946+00:00,4
01KRC8AD8FFS6B2VE70G1F4SNH,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8A8HRG9DTJF34JTEEB325,hermes,hand_end,4800000,2205,4797795,2026-05-11T19:30:43.599928+00:00,4
01KRC8AD8K3WZB21TZYYSVPHRZ,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8A8HRG9DTJF34JTEEB325,openclaw,hand_end,5200000,12935,5187065,2026-05-11T19:30:43.603449+00:00,4
01KRC8AEKJANE8Q3PEXXVY28VF,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8AEKFDHP3S4YTTHPA59BD,hermes,hand_start,4800000,2205,4797795,2026-05-11T19:30:44.978279+00:00,5
01KRC8AEKKYTJTK63QZ0CGSQB5,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8AEKFDHP3S4YTTHPA59BD,openclaw,hand_start,5200000,12935,5187065,2026-05-11T19:30:44.979033+00:00,5
01KRC8AMXK65CT89Y1FGZTXK9P,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8AEKFDHP3S4YTTHPA59BD,hermes,hand_end,4700000,2660,4697340,2026-05-11T19:30:51.443888+00:00,5
01KRC8AMXN7VG2EQHNM1ZGAFBG,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8AEKFDHP3S4YTTHPA59BD,openclaw,hand_end,5300000,16195,5283805,2026-05-11T19:30:51.445868+00:00,5
01KRC8AP8MBHAC4QAS44XMKFHE,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8AP8GF24HR46YTBVWNH48,hermes,hand_start,4700000,2660,4697340,2026-05-11T19:30:52.820689+00:00,6
01KRC8AP8N1PEERS9EHKS0HDMW,01KRC894R7SVDC4PP72FEFYEMQ,01KRC8AP8GF24HR46YTBVWNH48,openclaw,hand_start,5300000,16195,5283805,2026-05-11T19:30:52.821805+00:00,6
