hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRC8968JA5KBG1G0099A26Y4,01KRC894R7SVDC4PP72FEFYEMQ,1,2026-05-11T19:30:03.666457+00:00,2026-05-11T19:30:14.125735+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:1,Kc3s,8cTs,Ac7s6h,,,200000,openclaw,fold,
01KRC89K5295YEQXD5538VYY0K,01KRC894R7SVDC4PP72FEFYEMQ,2,2026-05-11T19:30:16.866739+00:00,2026-05-11T19:30:31.326796+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:2,Qd9h,JsKd,,,,200000,openclaw,fold,
01KRC8A3XX7Y03Y7DCWV61YTXZ,01KRC894R7SVDC4PP72FEFYEMQ,3,2026-05-11T19:30:34.045769+00:00,2026-05-11T19:30:36.117925+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:3,As7h,6s3c,,,,100000,hermes,fold,
01KRC8A8HRG9DTJF34JTEEB325,01KRC894R7SVDC4PP72FEFYEMQ,4,2026-05-11T19:30:38.776890+00:00,2026-05-11T19:30:42.330043+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:4,4h7s,6c5c,,,,100000,openclaw,fold,
01KRC8AEKFDHP3S4YTTHPA59BD,01KRC894R7SVDC4PP72FEFYEMQ,5,2026-05-11T19:30:44.975631+00:00,2026-05-11T19:30:50.177859+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:5,4c3c,QhQd,,,,200000,openclaw,fold,
01KRC8AP8GF24HR46YTBVWNH48,01KRC894R7SVDC4PP72FEFYEMQ,6,2026-05-11T19:30:52.817021+00:00,2026-05-11T19:30:56.235209+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:6,3d4h,Ts9d,,,,100000,openclaw,fold,
01KRC8AW78XVMYKVFW0R2KJPRB,01KRC894R7SVDC4PP72FEFYEMQ,7,2026-05-11T19:30:58.920571+00:00,2026-05-11T19:31:04.469807+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:7,8h3h,7hQh,,,,200000,openclaw,fold,
01KRC8B48K07Q85JEHJZ2QESVY,01KRC894R7SVDC4PP72FEFYEMQ,8,2026-05-11T19:31:07.155855+00:00,2026-05-11T19:31:24.802637+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:8,8dAd,Qh9d,4c6h7d,3d,5c,200000,hermes,showdown,
01KRC8BR9YGTNYD0JJEVZVKQV5,01KRC894R7SVDC4PP72FEFYEMQ,9,2026-05-11T19:31:27.678179+00:00,2026-05-11T19:31:29.715768+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:9,8sKh,2hJs,,,,100000,hermes,fold,
01KRC8BX0KQ1FBJTVEV0FH4PGF,01KRC894R7SVDC4PP72FEFYEMQ,10,2026-05-11T19:31:32.499890+00:00,2026-05-11T19:31:34.523896+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:10,Qd2s,8h8c,,,,100000,openclaw,fold,
01KRC8C1PADY8BF2C4ZT6EQZDJ,01KRC894R7SVDC4PP72FEFYEMQ,11,2026-05-11T19:31:37.290201+00:00,2026-05-11T19:31:41.110035+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:11,9s6d,7dTd,,,,200000,openclaw,fold,
01KRC8C8359RDDGDJ8T8E8FC39,01KRC894R7SVDC4PP72FEFYEMQ,12,2026-05-11T19:31:43.845357+00:00,2026-05-11T19:32:15.858538+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:12,6cJh,7h4d,9sQsTh,Ac,Jc,200000,hermes,showdown,
01KRC8DA453E55CFJ8RX4YB4NH,01KRC894R7SVDC4PP72FEFYEMQ,13,2026-05-11T19:32:18.694002+00:00,2026-05-11T19:32:30.933137+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:13,TcJh,Ah5h,Ks6c2d,,,500000,openclaw,fold,
01KRC8DRTJ4F67AHRQ0J1W7HPV,01KRC894R7SVDC4PP72FEFYEMQ,14,2026-05-11T19:32:33.746963+00:00,2026-05-11T19:33:00.137414+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:14,4dJs,5dKs,8s7hAs,9c,7c,200000,openclaw,showdown,
01KRC8EN7RKNPK3S3NQ1TT8XB0,01KRC894R7SVDC4PP72FEFYEMQ,15,2026-05-11T19:33:02.840754+00:00,2026-05-11T19:33:07.335025+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:15,4s6d,Kh4h,,,,200000,openclaw,fold,
01KRC8EW9R0FVV21K5PG2QSAX1,01KRC894R7SVDC4PP72FEFYEMQ,16,2026-05-11T19:33:10.072755+00:00,2026-05-11T19:33:15.847657+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:16,7sAc,2h8s,,,,200000,hermes,fold,
01KRC8F4JWHSPJ7BS800GC4RVM,01KRC894R7SVDC4PP72FEFYEMQ,17,2026-05-11T19:33:18.556546+00:00,2026-05-11T19:33:30.633360+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:17,6c5d,8c4c,As2hAc,,,200000,openclaw,fold,
01KRC8FJZTNVJDJH9KKJKXZ8D9,01KRC894R7SVDC4PP72FEFYEMQ,18,2026-05-11T19:33:33.306713+00:00,2026-05-11T19:34:09.152750+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:18,6c6s,3s5d,9hQdJh,Ks,4h,400000,hermes,showdown,
01KRC8GRR25MFSCN5JRK7BWJP5,01KRC894R7SVDC4PP72FEFYEMQ,19,2026-05-11T19:34:11.970804+00:00,2026-05-11T19:34:13.960781+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:19,9s4d,2d8c,,,,100000,hermes,fold,
01KRC8GX921DA98Y29KA9W7HMY,01KRC894R7SVDC4PP72FEFYEMQ,20,2026-05-11T19:34:16.610577+00:00,2026-05-11T19:34:34.881683+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:20,As3s,ThKd,,,,200000,openclaw,fold,
01KRC8HHRQV3KKNYWZV5NY0AZ4,01KRC894R7SVDC4PP72FEFYEMQ,21,2026-05-11T19:34:37.591830+00:00,2026-05-11T19:34:39.648573+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:21,4cTs,9d5c,,,,100000,hermes,fold,
01KRC8HPEEG44K6NWVEKRA5SSH,01KRC894R7SVDC4PP72FEFYEMQ,22,2026-05-11T19:34:42.382401+00:00,2026-05-11T19:35:22.195638+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:22,Ah7h,Jc9h,Kd4dTd,Kh,6d,200000,hermes,showdown,
01KRC8K01SWJBV2HYE466MKQ8Q,01KRC894R7SVDC4PP72FEFYEMQ,23,2026-05-11T19:35:24.985330+00:00,2026-05-11T19:36:27.696801+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:23,3dAs,Ad8h,Ts7dJc,4s,Ah,900000,openclaw,showdown,
01KRC8MZY5YWJ4P82BEC51B0FE,01KRC894R7SVDC4PP72FEFYEMQ,24,2026-05-11T19:36:30.405507+00:00,2026-05-11T19:36:37.989192+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:24,Jc8d,3c4c,3s6h6c,,,200000,openclaw,fold,
01KRC8N9ZAA5X7RS6XVDSP6FHP,01KRC894R7SVDC4PP72FEFYEMQ,25,2026-05-11T19:36:40.682908+00:00,2026-05-11T19:36:42.758975+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:25,6dQd,2s9d,,,,100000,hermes,fold,
01KRC8NEJWHK21V8GN0J69ST1C,01KRC894R7SVDC4PP72FEFYEMQ,26,2026-05-11T19:36:45.404934+00:00,2026-05-11T19:36:49.859899+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:26,4h9h,Th3c,,,,100000,openclaw,fold,
01KRC8NNGY3MBND5SNB87N48PM,01KRC894R7SVDC4PP72FEFYEMQ,27,2026-05-11T19:36:52.510495+00:00,2026-05-11T19:36:56.842634+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:27,6s7c,4cTs,,,,100000,hermes,fold,
01KRC8NWBY5Y4EPMP0AS04GGRN,01KRC894R7SVDC4PP72FEFYEMQ,28,2026-05-11T19:36:59.518833+00:00,2026-05-11T19:37:03.092414+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:28,6h2c,8s8d,,,,100000,openclaw,fold,
01KRC8P2JWXYPWT0S3707BECYJ,01KRC894R7SVDC4PP72FEFYEMQ,29,2026-05-11T19:37:05.884930+00:00,2026-05-11T19:37:19.434603+00:00,openclaw,01KRC894R7SVDC4PP72FEFYEMQ:29,3c8c,Qc2d,9c7h9h,,,200000,openclaw,fold,
01KRC8PJE2AY7FNFME77ST9TPD,01KRC894R7SVDC4PP72FEFYEMQ,30,2026-05-11T19:37:22.114217+00:00,2026-05-11T19:37:24.099132+00:00,hermes,01KRC894R7SVDC4PP72FEFYEMQ:30,6h2c,Jc9h,,,,100000,openclaw,fold,
