hand_id,match_id,hand_number,started_at,ended_at,button_agent,deck_seed,hole_cards_hermes,hole_cards_openclaw,flop,turn,river,pot_final_micros,winner,win_type,winning_hand_description
01KRHDYBF7RP2MXZDJ7PVF8P72,01KRHDY9XS8TF4TMGQECYTP3TV,1,2026-05-13T19:45:12.167325+00:00,2026-05-13T19:45:21.030067+00:00,openclaw,01KRHDY9XS8TF4TMGQECYTP3TV:1,JcKc,Qc4s,,,,100000,hermes,fold,
01KRHDYQ3NZYBF8DAPE8CN7G9C,01KRHDY9XS8TF4TMGQECYTP3TV,2,2026-05-13T19:45:24.085751+00:00,2026-05-13T19:45:29.472811+00:00,hermes,01KRHDY9XS8TF4TMGQECYTP3TV:2,3h7s,4h3c,,,,100000,openclaw,fold,
01KRHDYZ23D0MT0XT4NNYV3EA3,01KRHDY9XS8TF4TMGQECYTP3TV,3,2026-05-13T19:45:32.227102+00:00,2026-05-13T19:45:41.093516+00:00,openclaw,01KRHDY9XS8TF4TMGQECYTP3TV:3,8h5h,QcKh,,,,200000,openclaw,fold,
01KRHDZAGTMQ68T07YPJ7ZECRV,01KRHDY9XS8TF4TMGQECYTP3TV,4,2026-05-13T19:45:43.962973+00:00,2026-05-13T19:45:51.633979+00:00,hermes,01KRHDY9XS8TF4TMGQECYTP3TV:4,JdTd,9h2d,,,,200000,hermes,fold,
01KRHDZMTYFSRYXJBDGH76M8MA,01KRHDY9XS8TF4TMGQECYTP3TV,5,2026-05-13T19:45:54.526773+00:00,2026-05-13T19:45:57.561896+00:00,openclaw,01KRHDY9XS8TF4TMGQECYTP3TV:5,6c7h,4h9s,,,,100000,hermes,fold,
01KRHDZTJNDARKGDCSP9QV8QTH,01KRHDY9XS8TF4TMGQECYTP3TV,6,2026-05-13T19:46:00.405804+00:00,2026-05-13T19:46:39.417811+00:00,hermes,01KRHDY9XS8TF4TMGQECYTP3TV:6,TsKh,Qh8h,7d7cJc,3c,6d,400000,hermes,showdown,
01KRHE13EA31MYEM2QQ31WPDDK,01KRHDY9XS8TF4TMGQECYTP3TV,7,2026-05-13T19:46:42.250722+00:00,2026-05-13T19:46:44.111403+00:00,openclaw,01KRHDY9XS8TF4TMGQECYTP3TV:7,4cQc,8cTd,,,,100000,hermes,fold,
01KRHE17YKYTMK87C1XHHJE0S6,01KRHDY9XS8TF4TMGQECYTP3TV,8,2026-05-13T19:46:46.867921+00:00,2026-05-13T19:46:50.846615+00:00,hermes,01KRHDY9XS8TF4TMGQECYTP3TV:8,Kh7d,Js9c,,,,100000,openclaw,fold,
01KRHE1EW53ABR3YNMEH1SA63J,01KRHDY9XS8TF4TMGQECYTP3TV,9,2026-05-13T19:46:53.957536+00:00,2026-05-13T19:47:30.381301+00:00,openclaw,01KRHDY9XS8TF4TMGQECYTP3TV:9,3dAc,4hAs,Jh7h7s,3h,Td,400000,hermes,showdown,
01KRHE2N4XP5MEZXNEATE4Y5KC,01KRHDY9XS8TF4TMGQECYTP3TV,10,2026-05-13T19:47:33.149809+00:00,2026-05-13T19:47:36.790362+00:00,hermes,01KRHDY9XS8TF4TMGQECYTP3TV:10,Th2c,4h3c,,,,100000,openclaw,fold,
01KRHE2VBF9MC7G4TAZGTQ6ZDA,01KRHDY9XS8TF4TMGQECYTP3TV,11,2026-05-13T19:47:39.503879+00:00,2026-05-13T19:47:47.121983+00:00,openclaw,01KRHDY9XS8TF4TMGQECYTP3TV:11,5s5h,7d8h,,,,100000,hermes,fold,
01KRHE35GG6A16T5FFA0MZ2RQ0,01KRHDY9XS8TF4TMGQECYTP3TV,12,2026-05-13T19:47:49.904381+00:00,2026-05-13T19:47:54.102594+00:00,hermes,01KRHDY9XS8TF4TMGQECYTP3TV:12,Jc5s,5cJh,,,,100000,openclaw,fold,
01KRHE3C8ZC9SR65X46RYD0BND,01KRHDY9XS8TF4TMGQECYTP3TV,13,2026-05-13T19:47:56.831915+00:00,2026-05-13T19:48:03.867618+00:00,openclaw,01KRHDY9XS8TF4TMGQECYTP3TV:13,8cAh,4s6c,,,,100000,hermes,fold,
