match_id,agent_name,initial_limit_micros,final_limit_micros,final_usage_micros,final_limit_remaining_micros
01KRH71MF1JV7D7QVCPN73GWJ7,hermes,5000000,9530695,277240,9253455
01KRH71MF1JV7D7QVCPN73GWJ7,openclaw,5000000,469305,315454,153851
